Sample_ID,chrom,loc.start,loc.end,num.mark,bstat,seg.mean,seg.median,pval,state,treatment,method,sub.method
205243940107_R05C01,6,530000,14500000,15,NA,-1.33441909983039,NA,0.05,1,tumor,custom,NA
205289430139_R07C01,6,530000,170372990,165,NA,-0.0203344280965607,NA,0.05,2,tumor,custom,NA
205122170071_R01C01,6,9500000,170372990,156,NA,-0.00332536197941456,NA,0.05,2,tumor,custom,NA
205122170045_R04C01,6,15500000,57726944,43,NA,-0.375373575602739,NA,0.05,1,tumor,custom,NA
205125590067_R07C01,6,15500000,56500000,42,NA,-0.332708482760745,NA,0.05,1,tumor,custom,NA
205125590068_R01C01,6,15500000,56500000,42,NA,-0.331156502729463,NA,0.05,1,tumor,custom,NA
205128000076_R07C01,6,15500000,25500000,11,NA,-0.294089549781602,NA,0.05,1,tumor,custom,NA
205243940058_R04C01,6,15500000,25500000,11,NA,-0.300401247794907,NA,0.05,1,tumor,custom,NA
205243940065_R07C01,6,15500000,53500000,39,NA,-0.660038137763294,NA,0.05,1,tumor,custom,NA
205243940107_R05C01,6,15500000,57726944,43,NA,-0.665419099830389,NA,0.05,1,tumor,custom,NA
205128000076_R07C01,6,26500000,44500000,19,NA,-0.451689549781602,NA,0.05,1,tumor,custom,NA
205243940058_R04C01,6,26500000,44500000,19,NA,-0.510901247794907,NA,0.05,1,tumor,custom,NA
205128000076_R07C01,6,45500000,57726944,13,NA,-0.289489549781602,NA,0.05,1,tumor,custom,NA
205243940058_R04C01,6,45500000,57726944,13,NA,-0.320001247794907,NA,0.05,1,tumor,custom,NA
205243940065_R07C01,6,54500000,84500000,28,NA,-0.0133381377632944,NA,0.05,2,tumor,custom,NA
205125590067_R07C01,6,57726944,84500000,25,NA,0.160891517239255,NA,0.05,2,tumor,custom,NA
205125590068_R01C01,6,57726944,84500000,25,NA,0.163343497270537,NA,0.05,2,tumor,custom,NA
205122170045_R04C01,6,60793482,84500000,24,NA,0.257926424397261,NA,0.05,3,tumor,custom,NA
205128000076_R07C01,6,60793482,84500000,24,NA,0.219010450218398,NA,0.05,3,tumor,custom,NA
205240110063_R01C01,6,60793482,170372990,107,NA,-0.0483628757480745,NA,0.05,2,tumor,custom,NA
205243940046_R04C01,6,60793482,170372990,107,NA,-0.00446809181654924,NA,0.05,2,tumor,custom,NA
205243940058_R04C01,6,60793482,84500000,24,NA,0.045698752205093,NA,0.05,2,tumor,custom,NA
205243940107_R05C01,6,60793482,84500000,24,NA,0.00278090016961052,NA,0.05,2,tumor,custom,NA
205122170045_R04C01,6,85500000,116500000,29,NA,-0.307673575602739,NA,0.05,1,tumor,custom,NA
205125590067_R07C01,6,85500000,115500000,28,NA,-0.337908482760745,NA,0.05,1,tumor,custom,NA
205125590068_R01C01,6,85500000,116500000,29,NA,-0.333656502729463,NA,0.05,1,tumor,custom,NA
205128000076_R07C01,6,85500000,116500000,29,NA,-0.312589549781602,NA,0.05,1,tumor,custom,NA
205243940058_R04C01,6,85500000,116500000,29,NA,-0.343201247794907,NA,0.05,1,tumor,custom,NA
205243940065_R07C01,6,85500000,89500000,5,NA,-0.648338137763294,NA,0.05,1,tumor,custom,NA
205243940107_R05C01,6,85500000,116500000,29,NA,-0.591319099830389,NA,0.05,1,tumor,custom,NA
205243940065_R07C01,6,90500000,98500000,8,NA,-0.443238137763294,NA,0.05,1,tumor,custom,NA
205243940065_R07C01,6,99500000,115500000,15,NA,-0.644338137763294,NA,0.05,1,tumor,custom,NA
205125590067_R07C01,6,116500000,165500000,49,NA,0.188791517239255,NA,0.05,2,tumor,custom,NA
205243940065_R07C01,6,116500000,170372990,55,NA,0.000461862236705607,NA,0.05,2,tumor,custom,NA
205122170045_R04C01,6,117500000,170372990,54,NA,0.236926424397261,NA,0.05,3,tumor,custom,NA
205125590068_R01C01,6,117500000,165500000,48,NA,0.210243497270537,NA,0.05,3,tumor,custom,NA
205128000076_R07C01,6,117500000,170372990,54,NA,0.227910450218398,NA,0.05,3,tumor,custom,NA
205243940058_R04C01,6,117500000,167820697,51,NA,0.080298752205093,NA,0.05,2,tumor,custom,NA
205243940107_R05C01,6,117500000,170372990,54,NA,-0.0125190998303895,NA,0.05,2,tumor,custom,NA
205125590067_R07C01,6,166500000,170372990,6,NA,0.067691517239255,NA,0.05,2,tumor,custom,NA
205125590068_R01C01,6,166500000,170372990,6,NA,0.0884434972705374,NA,0.05,2,tumor,custom,NA
205243940058_R04C01,6,168500000,170372990,3,NA,-0.130101247794907,NA,0.05,2,tumor,custom,NA
205122170045_R04C01,7,123923,6500000,8,NA,-0.254573575602739,NA,0.05,1,tumor,custom,NA
205122170071_R01C01,7,123923,159167987,155,NA,-0.243625361979415,NA,0.05,1,tumor,custom,NA
205125590021_R02C01,7,123923,6500000,8,NA,-0.111022648669087,NA,0.05,2,tumor,custom,NA
205125590067_R07C01,7,123923,6500000,8,NA,-0.155408482760745,NA,0.05,2,tumor,custom,NA
205125590068_R01C01,7,123923,6500000,8,NA,-0.175256502729463,NA,0.05,2,tumor,custom,NA
205128000076_R07C01,7,123923,6500000,8,NA,-0.204189549781602,NA,0.05,1,tumor,custom,NA
205240110063_R01C01,7,123923,68500000,65,NA,0.307137124251926,NA,0.05,3,tumor,custom,NA
205243940036_R02C01,7,123923,55500000,57,NA,-0.369232902561527,NA,0.05,1,tumor,custom,NA
205243940046_R04C01,7,123923,54500000,56,NA,-0.449468091816549,NA,0.05,1,tumor,custom,NA
205243940058_R04C01,7,123923,6500000,8,NA,-0.274601247794907,NA,0.05,1,tumor,custom,NA
205243940065_R07C01,7,123923,6500000,8,NA,-0.435838137763294,NA,0.05,1,tumor,custom,NA
205243940107_R05C01,7,123923,6500000,8,NA,-0.55621909983039,NA,0.05,1,tumor,custom,NA
205289430139_R07C01,7,123923,55500000,57,NA,-0.417834428096561,NA,0.05,1,tumor,custom,NA
205122170045_R04C01,7,7500000,70500000,59,NA,0.00292642439726119,NA,0.05,2,tumor,custom,NA
205125590021_R02C01,7,7500000,42500000,36,NA,0.164277351330913,NA,0.05,2,tumor,custom,NA
205125590067_R07C01,7,7500000,38500000,32,NA,0.014191517239255,NA,0.05,2,tumor,custom,NA
205125590068_R01C01,7,7500000,159167987,147,NA,-0.0268565027294626,NA,0.05,2,tumor,custom,NA
205128000076_R07C01,7,7500000,76500000,65,NA,0.00771045021839772,NA,0.05,2,tumor,custom,NA
205243940058_R04C01,7,7500000,76500000,65,NA,-0.026901247794907,NA,0.05,2,tumor,custom,NA
