GDC_Aliquot	Chromosome	Start	End	Num_Probes	Segment_Mean
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	78286983	84955331	4475	0.2566
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	84956378	105470754	12722	0.1981
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	105476583	105479753	17	-2.0747
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	105481433	109684893	2633	0.1952
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	109690352	109697556	13	-1.3259
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	109702376	112147704	1950	0.1957
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	112153343	112154591	22	-1.8457
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	112154619	115155215	1827	0.1595
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	115157706	118774721	2368	0.2166
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	118777375	152583051	3407	0.1678
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	152583230	152613762	31	-1.9579
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	152613802	152618089	6	-0.5736
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	152618187	152787202	165	0.1162
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	152789447	152789532	4	-0.804
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	152789570	152796224	33	-1.913
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	152801429	167069699	9585	0.1661
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	167069735	173214962	4377	0.2277
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	173218636	191464057	11945	0.1912
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	191464358	194769951	2247	0.2526
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	194770786	196719029	1270	0.1851
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	196720486	196843377	82	0.3949
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	196843400	196846661	2	3.3887
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	196847600	208274415	7413	0.1901
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	208276138	208281026	9	-0.5471
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	208281742	218466247	7363	0.1879
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	218466493	222226527	2613	0.2285
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	222228919	222989404	403	0.1856
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	222989440	223482805	349	0.1301
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	223482849	227881740	2677	0.1813
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	227882998	229675422	994	0.1007
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	229681109	229684449	3	-2.3473
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	229684709	232407242	2048	0.1402
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	232407534	237977918	4263	0.2035
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	237981288	248436996	7458	0.148
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	248437495	248473963	13	0.6946
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	248475325	248525314	13	0.2807
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	248546369	248574146	4	-0.6312
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	248585893	248645808	34	-2.5166
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	1	248646068	248930189	139	0.0172
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	12784	1366271	884	-0.9141
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	1366941	1883277	320	-1.1154
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	1884437	4158097	1740	-0.8226
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	4166274	4182472	43	-1.9075
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	4187192	34466002	20965	-0.6827
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	34474248	34511990	46	-1.7678
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	34512096	35750907	870	-0.6266
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	35752724	35761650	4	-2.1736
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	35761842	60257545	17552	-0.6375
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	60257774	60258026	4	-2.3044
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	60258458	78457016	11276	-0.6381
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	78461155	82541342	2772	-0.7238
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	82541499	89284150	3230	-0.6576
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	89296555	91703526	142	0.062
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	91717024	106265177	6487	-0.676
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	106266773	106268523	6	-2.9211
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	106268557	117499787	6137	-0.667
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	117507986	134532882	10499	-0.7218
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	134533564	141748161	4514	-0.6518
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	141748465	143505464	1106	-0.6015
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	143505847	143508935	3	-2.3257
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	143509067	146108264	1471	-0.5869
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	146108406	146109366	11	-2.3625
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	146120238	181375397	21685	-0.612
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	181376971	190367405	5164	-0.5629
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	190368270	190373648	4	-2.1273
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	190380359	191387410	634	-0.5628
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	191387685	213107780	13019	-0.6263
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	213107929	213107942	2	-2.9861
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	213108947	217652421	3041	-0.6122
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	217652451	232258930	9101	-0.6541
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	232259975	236241523	2747	-0.7444
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	236241735	238839679	1719	-0.6654
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	2	238842563	242147305	1751	-0.799
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	20930	4038738	3611	0.1974
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	4038836	4056398	30	-0.5983
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	4056446	8421299	3765	0.2235
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	8421326	20294420	7842	0.1726
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	20297298	28768295	6190	0.2246
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	28768950	28774617	7	-0.8104
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	28775352	34776603	4009	0.2213
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	34779540	47437019	8012	-0.439
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	47450332	47451230	2	-2.831
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	47455724	68675541	14266	-0.4465
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	68676600	68698262	17	0.3587
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	68699607	75519398	4921	-0.4273
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	75523398	75528153	3	-2.0627
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	75529707	85381722	5424	-0.4593
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	85385719	87924101	1392	0.1928
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	87926172	96414180	2652	0.1315
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	96414849	99218940	1503	0.2144
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	99225614	99232990	41	0.6669
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	99233548	102049214	1589	0.2231
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	102053489	108273003	3862	0.261
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	108276384	125950205	10849	0.2104
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	125954540	125957120	3	-3.1113
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	125961657	128831026	1851	0.1507
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	128835119	134525772	3450	0.2013
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	134528174	137309116	1599	0.1615
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	137309118	137309121	3	-1.0166
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	137311987	138065980	437	0.1676
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	138068440	138119191	39	-0.1066
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	138119302	140758814	1722	0.1572
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	140758967	153289471	7827	0.2272
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	153292085	156548181	1919	0.1557
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	156548217	162794951	3822	0.2162
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	162795304	162807070	10	0.9292
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	162810842	162822221	8	-0.6198
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	162822685	162822702	2	-2.5808
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	162827928	162960762	93	0.4213
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	162960775	163941168	535	0.1929
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	163941170	163941173	2	1.9277
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	163941185	170846447	4019	0.2016
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	170847685	178981895	5284	0.2506
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	178982387	183480900	2602	0.1564
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	183481540	184036241	303	-0.006
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	184036257	186227824	1267	0.1704
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	186229564	191521538	3952	0.2389
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	191526497	193160256	1161	0.156
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	193160406	193165114	17	-1.3163
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	193168646	195559056	1483	0.1627
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	195656271	195720051	25	0.5551
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	195728637	198111566	1166	0.1488
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	198118345	198125948	12	-0.6218
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	3	198142659	198169247	5	0.2842
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	68929	648206	230	0.0778
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	657005	986840	116	-0.1054
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	1008337	3704679	1152	0.1624
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	3705058	6617464	2155	0.0821
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	6617477	9455251	1500	0.153
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	9459504	9575821	30	-0.299
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	9577703	10390730	721	0.1635
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	10391530	10399044	15	-0.4771
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	10401094	13501532	2464	0.1357
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	13504983	17387498	2986	0.1911
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	17387584	22263374	3265	0.1411
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	22264480	34768684	8057	0.2084
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	34771893	34828250	47	-0.3926
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	34828291	41724817	4599	0.2017
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	41727211	59469407	9440	0.1541
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	59470833	61071220	1010	0.2176
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	61075217	61076234	2	-2.9923
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	61079968	63439611	1264	0.2308
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	63440083	68800252	3260	0.1532
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	68800525	69266652	265	0.2021
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	69268962	69366406	48	-0.3103
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	69370433	76368633	4255	0.1768
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	76370923	76371648	5	-0.9392
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	76372158	86055306	6175	0.1765
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	86055376	86058229	12	-0.717
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	86058415	100205871	8340	0.1821
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	100205924	100280159	51	0.3309
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	100282178	112823084	7435	0.2032
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	112823226	114252544	1036	0.2663
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	114254167	114263096	25	0.8966
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	114263110	124397134	5992	0.2069
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	124397143	127607462	1990	0.2676
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	127614715	135729670	4417	0.1814
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	135730089	138868300	2063	0.2623
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	138868444	150651326	6974	0.1999
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	150652208	151868634	624	0.1614
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	151870381	151871415	12	-1.4979
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	151871739	156035480	2788	0.2062
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	156046823	156050863	15	-0.4532
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	156052053	157640195	994	0.2735
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	157640336	157640387	2	-0.8829
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	157640571	158588854	564	0.2569
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	158589715	165239873	4303	0.1651
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	165240276	171448195	3881	0.2189
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	171453733	171456559	10	1.6421
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	171456573	172066777	399	0.1915
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	172067997	172068382	12	-1.3901
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	172074828	177400252	3179	0.1912
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	177400264	177870213	314	0.0838
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	177875803	187809875	7146	0.1426
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	4	187811933	190106768	1436	0.0502
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	15532	685633	306	0.7502
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	698256	773453	27	-0.8747
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	779766	905586	39	0.5713
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	905757	1134719	80	0.9254
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	1136190	1288500	123	0.6014
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	1288546	1457202	91	0.9421
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	1457226	1869823	251	0.7887
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	1871766	7845097	5320	0.9179
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	7847188	16481056	6457	0.9995
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	16484070	32106978	9572	0.9654
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	32109483	32158349	39	1.4879
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	32170181	37604855	3424	0.9726
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	37607956	40963768	2395	1.0338
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	40964455	40964493	2	-0.6631
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	40964750	46246469	2530	1.0172
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	46246478	46389171	31	0.8014
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	50146124	58037128	5083	0.2011
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	58037466	58037688	2	-1.8391
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	58037706	61739623	2480	0.2059
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	61739763	63112572	859	0.1364
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	63115522	74598284	6160	0.2267
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	74598319	81353054	4284	0.1895
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	81353091	99954635	10408	0.2301
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	99955327	106575707	3864	0.1657
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	106578393	108572694	1426	0.2099
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	108578866	111565528	1834	0.2584
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	111573675	121142170	6895	0.1928
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	121142250	121148340	3	-1.1671
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	121149029	122454566	845	0.172
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	122457782	130528970	5087	0.2372
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	130529082	138469139	4818	0.1894
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	138469431	138481105	20	-0.6939
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	138481268	156048095	11263	0.1854
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	156049762	156055719	14	-2.024
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	156068240	159328952	2253	0.2253
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	159329053	163539997	2742	0.1762
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	163540412	165397333	1154	0.2317
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	165400059	174041922	6447	0.1609
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	174042121	176623510	1721	0.1217
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	176623714	176882853	132	-0.0805
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	5	176883197	181363319	2338	0.1083
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	149661	524210	318	-0.054
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	525492	6618316	5087	0.1733
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	6618531	11161175	3361	0.1255
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	11161993	15483663	3286	0.1757
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	15484502	15531035	50	-0.0777
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	15531373	16055795	424	0.1511
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	16056081	18284485	1615	0.212
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	18286379	18292792	2	-1.8353
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	18293160	20027509	1373	0.2216
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	20029880	22182602	1475	0.1686
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	22186265	23946331	1371	0.2531
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	23947385	31309909	3959	0.1724
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	31313046	31328674	12	1.1021
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	31342147	32460338	486	0.1124
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	32461817	32463515	11	-0.0992
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	32463775	32602269	32	1.5747
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	32602588	32722250	77	0.4033
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	32723020	32723035	2	2.8184
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	32723053	39218967	4032	0.1828
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	39219122	41213090	1517	0.1119
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	41213730	48963228	4788	0.1752
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	48964092	48967563	4	-2.2609
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	48978926	54066353	3302	0.154
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	54066432	54067057	6	-1.5847
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	54070550	56630072	1634	0.2057
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	56630444	64618074	2577	0.1709
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	64618227	75677600	7279	0.2263
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	75680361	75787256	51	-0.6758
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	75796773	76726815	616	0.2012
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	76730151	76758214	23	-0.4996
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	76758749	78252576	970	0.2099
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	78252864	78317255	105	-0.244
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	78317411	78336185	19	0.0291
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	78336944	82878794	2933	0.2337
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	82879385	84201699	762	0.1625
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	84202478	86266491	1249	0.2296
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	86266794	103286954	10514	0.1757
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	103290101	103314186	46	-1.2667
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	103317795	107292605	2493	0.1486
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	107293060	133945130	16574	0.2216
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	133947933	133948494	2	-2.0491
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	133950934	134466725	363	0.1792
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	134467819	136639140	1499	0.2508
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	136639243	138763719	1489	0.1834
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	138764480	144767978	3617	0.2519
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	144768015	161434753	11433	0.2088
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	161435061	167144681	4551	0.1579
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	167145161	168406108	597	-0.0076
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	168408392	168870185	353	0.1401
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	168870862	168871190	4	-0.8766
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	168875233	169811787	789	0.1582
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	169829867	170200899	127	-0.0924
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	6	170202682	170741917	257	0.0978
9a9ec4ee-7535-4c73-8db6-adf3a7aa9828	7	43355	1123112	299	-1.0292
