GDC_Aliquot	Chromosome	Start	End	Num_Probes	Segment_Mean
1f165549-2cff-46de-a072-18778b543919	6	382559	28801894	20839	-0.7684
1f165549-2cff-46de-a072-18778b543919	6	28804573	29105317	53	-0.8894
1f165549-2cff-46de-a072-18778b543919	6	29111504	29116310	2	-3.5687
1f165549-2cff-46de-a072-18778b543919	6	29128256	29776636	315	-0.8336
1f165549-2cff-46de-a072-18778b543919	6	29777949	29778017	3	-3.2211
1f165549-2cff-46de-a072-18778b543919	6	29778107	32460012	1223	-0.9124
1f165549-2cff-46de-a072-18778b543919	6	32460285	32634330	65	-0.3624
1f165549-2cff-46de-a072-18778b543919	6	32634492	42075526	6103	-0.7713
1f165549-2cff-46de-a072-18778b543919	6	42075772	42077207	3	-3.4902
1f165549-2cff-46de-a072-18778b543919	6	42079306	60351931	9697	-0.7304
1f165549-2cff-46de-a072-18778b543919	6	60352984	76601428	9827	0.1083
1f165549-2cff-46de-a072-18778b543919	6	76603950	76617494	13	-0.6777
1f165549-2cff-46de-a072-18778b543919	6	76618975	78261995	1077	0.1158
1f165549-2cff-46de-a072-18778b543919	6	78262064	78325468	108	-0.3978
1f165549-2cff-46de-a072-18778b543919	6	78329517	170600274	59514	0.112
1f165549-2cff-46de-a072-18778b543919	6	170605661	170741917	4	-0.4815
1f165549-2cff-46de-a072-18778b543919	7	43355	6597830	3347	0.0783
1f165549-2cff-46de-a072-18778b543919	7	6598572	29934033	18229	0.1193
1f165549-2cff-46de-a072-18778b543919	7	29934692	30018408	50	0.0089
1f165549-2cff-46de-a072-18778b543919	7	30020988	32963023	1990	0.6255
1f165549-2cff-46de-a072-18778b543919	7	32967366	101409205	38096	0.1093
1f165549-2cff-46de-a072-18778b543919	7	101416451	101416668	2	-2.1636
1f165549-2cff-46de-a072-18778b543919	7	101419630	156505584	34172	0.1163
1f165549-2cff-46de-a072-18778b543919	7	156505917	156518254	14	-0.8409
1f165549-2cff-46de-a072-18778b543919	7	156521340	159334314	1680	0.0954
1f165549-2cff-46de-a072-18778b543919	8	81254	644973	324	0.0138
1f165549-2cff-46de-a072-18778b543919	8	645220	645875	6	0.9561
1f165549-2cff-46de-a072-18778b543919	8	645892	645908	2	4.1001
1f165549-2cff-46de-a072-18778b543919	8	656117	7888846	7420	0.1019
1f165549-2cff-46de-a072-18778b543919	8	7889612	7890177	2	-1.881
1f165549-2cff-46de-a072-18778b543919	8	7919608	39373140	22676	0.1211
1f165549-2cff-46de-a072-18778b543919	8	39378084	39529446	59	-2.0754
1f165549-2cff-46de-a072-18778b543919	8	39530780	40914477	1072	0.1278
1f165549-2cff-46de-a072-18778b543919	8	40920333	40920952	2	-2.2788
1f165549-2cff-46de-a072-18778b543919	8	40926161	42665203	1100	0.1223
1f165549-2cff-46de-a072-18778b543919	8	42666258	48495999	1427	0.0541
1f165549-2cff-46de-a072-18778b543919	8	48497004	111279265	38294	0.1155
1f165549-2cff-46de-a072-18778b543919	8	111282050	111282852	7	1.0274
1f165549-2cff-46de-a072-18778b543919	8	111282973	141323524	21297	0.1228
1f165549-2cff-46de-a072-18778b543919	8	141323933	142140841	508	-0.0338
1f165549-2cff-46de-a072-18778b543919	8	142143283	142144522	2	-1.6348
1f165549-2cff-46de-a072-18778b543919	8	142152210	142423309	121	-0.0057
1f165549-2cff-46de-a072-18778b543919	8	142423653	143616987	432	0.1179
1f165549-2cff-46de-a072-18778b543919	8	143622987	143625638	9	-2.1074
1f165549-2cff-46de-a072-18778b543919	8	143636819	144427623	225	0.0942
1f165549-2cff-46de-a072-18778b543919	8	144440133	144441281	2	-1.5168
1f165549-2cff-46de-a072-18778b543919	8	144441636	145072769	275	0.0483
1f165549-2cff-46de-a072-18778b543919	9	46587	592306	477	0.0584
1f165549-2cff-46de-a072-18778b543919	9	592552	592567	2	-1.5673
1f165549-2cff-46de-a072-18778b543919	9	592718	602903	28	0.0308
1f165549-2cff-46de-a072-18778b543919	9	606699	606961	4	-1.5265
1f165549-2cff-46de-a072-18778b543919	9	607307	1169007	628	0.0408
1f165549-2cff-46de-a072-18778b543919	9	1169070	1181452	15	-0.4228
1f165549-2cff-46de-a072-18778b543919	9	1183321	1455409	316	0.0724
1f165549-2cff-46de-a072-18778b543919	9	1455851	16526655	13478	0.1325
1f165549-2cff-46de-a072-18778b543919	9	16532766	61405110	16347	0.1073
1f165549-2cff-46de-a072-18778b543919	9	61520021	61629689	28	0.6086
1f165549-2cff-46de-a072-18778b543919	9	61633080	105431107	26285	0.1016
1f165549-2cff-46de-a072-18778b543919	9	105431396	105431775	3	-2.1093
1f165549-2cff-46de-a072-18778b543919	9	105432405	137621879	21349	0.1081
1f165549-2cff-46de-a072-18778b543919	9	137626171	137696929	34	-0.2997
1f165549-2cff-46de-a072-18778b543919	9	137699893	138200944	301	-0.7884
1f165549-2cff-46de-a072-18778b543919	10	45792	2887476	2306	0.0895
1f165549-2cff-46de-a072-18778b543919	10	2887559	3094130	211	-0.056
1f165549-2cff-46de-a072-18778b543919	10	3094525	38781690	26481	0.0957
1f165549-2cff-46de-a072-18778b543919	10	38783075	54685856	7756	-0.7454
1f165549-2cff-46de-a072-18778b543919	10	54693189	54708677	13	0.7717
1f165549-2cff-46de-a072-18778b543919	10	54712504	130574941	51434	-0.735
1f165549-2cff-46de-a072-18778b543919	10	130576191	130576783	2	-7.1156
1f165549-2cff-46de-a072-18778b543919	10	130577571	133654968	1867	-0.8704
1f165549-2cff-46de-a072-18778b543919	11	198510	4241343	1740	0.0887
1f165549-2cff-46de-a072-18778b543919	11	4247390	4314648	19	-1.0734
1f165549-2cff-46de-a072-18778b543919	11	4314837	4946166	655	0.0934
1f165549-2cff-46de-a072-18778b543919	11	4946420	4954475	29	1.0442
1f165549-2cff-46de-a072-18778b543919	11	4955027	5766175	780	0.0993
1f165549-2cff-46de-a072-18778b543919	11	5766850	5787909	32	-2.2984
1f165549-2cff-46de-a072-18778b543919	11	5788108	11087845	3726	0.1
1f165549-2cff-46de-a072-18778b543919	11	11087876	13248245	2019	0.158
1f165549-2cff-46de-a072-18778b543919	11	13248374	80256469	38680	0.107
1f165549-2cff-46de-a072-18778b543919	11	80256504	80256520	2	-2.9615
1f165549-2cff-46de-a072-18778b543919	11	80256642	85703123	3838	0.1144
1f165549-2cff-46de-a072-18778b543919	11	85710093	85829501	81	-0.6762
1f165549-2cff-46de-a072-18778b543919	11	85829991	96072527	6999	0.125
1f165549-2cff-46de-a072-18778b543919	11	96072649	96084035	8	-0.7914
1f165549-2cff-46de-a072-18778b543919	11	96084215	107359993	8132	0.107
1f165549-2cff-46de-a072-18778b543919	11	107367930	107368402	7	-1.3655
1f165549-2cff-46de-a072-18778b543919	11	107381636	107470041	77	0.0033
1f165549-2cff-46de-a072-18778b543919	11	107470254	133915231	18925	0.1184
1f165549-2cff-46de-a072-18778b543919	11	133922841	135074876	857	0.0141
1f165549-2cff-46de-a072-18778b543919	12	51460	716776	399	0.0195
1f165549-2cff-46de-a072-18778b543919	12	720708	9010010	5515	0.1212
1f165549-2cff-46de-a072-18778b543919	12	9010463	9481274	240	0.0428
1f165549-2cff-46de-a072-18778b543919	12	9485313	9575696	23	-1.6239
1f165549-2cff-46de-a072-18778b543919	12	9582373	11358643	1177	0.0851
1f165549-2cff-46de-a072-18778b543919	12	11358644	11390452	29	0.6653
1f165549-2cff-46de-a072-18778b543919	12	11390472	30086381	13066	0.1148
1f165549-2cff-46de-a072-18778b543919	12	30086486	30090657	18	-0.5724
1f165549-2cff-46de-a072-18778b543919	12	30090681	34701563	3069	0.0908
1f165549-2cff-46de-a072-18778b543919	12	37463949	37581892	38	-0.745
1f165549-2cff-46de-a072-18778b543919	12	37583170	37792947	43	-0.2547
1f165549-2cff-46de-a072-18778b543919	12	37813240	58491137	11993	-0.729
1f165549-2cff-46de-a072-18778b543919	12	58494801	129327991	46414	0.1131
1f165549-2cff-46de-a072-18778b543919	12	129328175	130526378	1059	0.0119
1f165549-2cff-46de-a072-18778b543919	12	130527707	131636170	887	0.1161
1f165549-2cff-46de-a072-18778b543919	12	131648039	131648790	13	-2.2549
1f165549-2cff-46de-a072-18778b543919	12	131657925	133201603	558	0.0811
1f165549-2cff-46de-a072-18778b543919	13	18452809	19370012	428	-0.7082
1f165549-2cff-46de-a072-18778b543919	13	19373431	41825404	16026	0.1163
1f165549-2cff-46de-a072-18778b543919	13	41825943	104635475	40402	-0.7182
1f165549-2cff-46de-a072-18778b543919	13	104636143	114342922	6898	-0.7857
1f165549-2cff-46de-a072-18778b543919	14	18239283	19326853	49	0.3693
1f165549-2cff-46de-a072-18778b543919	14	19367655	19650668	11	-0.517
1f165549-2cff-46de-a072-18778b543919	14	19667065	19954424	106	0.6577
1f165549-2cff-46de-a072-18778b543919	14	19955213	21952555	1383	0.1115
1f165549-2cff-46de-a072-18778b543919	14	21952614	22508264	471	0.3371
1f165549-2cff-46de-a072-18778b543919	14	22508844	41159026	11704	0.1111
1f165549-2cff-46de-a072-18778b543919	14	41159271	41188046	10	-0.6274
1f165549-2cff-46de-a072-18778b543919	14	41188146	106877229	41539	0.1207
1f165549-2cff-46de-a072-18778b543919	15	19811075	20001686	45	0.005
1f165549-2cff-46de-a072-18778b543919	15	20011702	22413894	163	-0.7366
1f165549-2cff-46de-a072-18778b543919	15	22455811	22702906	33	-0.0136
1f165549-2cff-46de-a072-18778b543919	15	22705136	34378326	7170	0.4546
1f165549-2cff-46de-a072-18778b543919	15	34378801	34421922	6	0.0821
1f165549-2cff-46de-a072-18778b543919	15	34430601	34431375	3	1.5058
1f165549-2cff-46de-a072-18778b543919	15	34434971	34439084	8	0.6056
1f165549-2cff-46de-a072-18778b543919	15	34447671	34520918	51	1.2143
1f165549-2cff-46de-a072-18778b543919	15	34522159	76598900	26361	0.4555
1f165549-2cff-46de-a072-18778b543919	15	76599170	76603434	21	-1.7551
1f165549-2cff-46de-a072-18778b543919	15	76609838	86520959	5955	0.4582
1f165549-2cff-46de-a072-18778b543919	15	86527138	86527459	2	-1.65
1f165549-2cff-46de-a072-18778b543919	15	86535106	92222525	4211	0.4648
1f165549-2cff-46de-a072-18778b543919	15	92222644	92223064	3	2.4898
1f165549-2cff-46de-a072-18778b543919	15	92223528	95308048	2562	0.4618
1f165549-2cff-46de-a072-18778b543919	15	95308370	98213847	2137	0.5022
1f165549-2cff-46de-a072-18778b543919	15	98218144	98218378	2	-0.8705
1f165549-2cff-46de-a072-18778b543919	15	98221456	99925457	1160	0.5159
1f165549-2cff-46de-a072-18778b543919	15	99929884	101880399	1535	0.4568
1f165549-2cff-46de-a072-18778b543919	15	101880604	101928837	11	-0.1472
1f165549-2cff-46de-a072-18778b543919	16	10777	920814	349	-0.8715
1f165549-2cff-46de-a072-18778b543919	16	929236	5557889	2266	0.0903
1f165549-2cff-46de-a072-18778b543919	16	5558088	5558150	2	-1.8207
1f165549-2cff-46de-a072-18778b543919	16	5558336	14565102	8404	0.1048
1f165549-2cff-46de-a072-18778b543919	16	14568953	14993319	109	-0.1143
1f165549-2cff-46de-a072-18778b543919	16	14993320	15751517	255	0.079
1f165549-2cff-46de-a072-18778b543919	16	15753702	15911711	107	0.5955
1f165549-2cff-46de-a072-18778b543919	16	15916726	16269368	229	0.0746
1f165549-2cff-46de-a072-18778b543919	16	16419234	16461996	6	-1.3272
1f165549-2cff-46de-a072-18778b543919	16	16474027	19933041	1706	0.0931
1f165549-2cff-46de-a072-18778b543919	16	19934328	19954553	28	-0.8325
1f165549-2cff-46de-a072-18778b543919	16	19956040	35923880	6955	0.0896
1f165549-2cff-46de-a072-18778b543919	16	35949422	59009310	8355	-0.7503
1f165549-2cff-46de-a072-18778b543919	16	59009967	59010195	2	-5.2696
1f165549-2cff-46de-a072-18778b543919	16	59010687	90096867	22716	-0.7713
1f165549-2cff-46de-a072-18778b543919	17	150733	5682237	2933	0.0578
1f165549-2cff-46de-a072-18778b543919	17	5683783	5684854	2	-2.929
1f165549-2cff-46de-a072-18778b543919	17	5685747	7674089	1276	0.072
1f165549-2cff-46de-a072-18778b543919	17	7675327	7679765	6	-5.1253
1f165549-2cff-46de-a072-18778b543919	17	7679836	7680425	4	-2.0349
1f165549-2cff-46de-a072-18778b543919	17	7680735	11098606	2248	0.0764
1f165549-2cff-46de-a072-18778b543919	17	11104829	11147504	43	-0.607
1f165549-2cff-46de-a072-18778b543919	17	11149306	16834846	3936	1.2012
1f165549-2cff-46de-a072-18778b543919	17	16838201	16838214	2	-1.3623
1f165549-2cff-46de-a072-18778b543919	17	16838470	18414080	906	1.2649
1f165549-2cff-46de-a072-18778b543919	17	18452078	18550123	25	-0.9052
1f165549-2cff-46de-a072-18778b543919	17	18561272	19610450	374	1.2078
1f165549-2cff-46de-a072-18778b543919	17	19610928	19611748	5	-0.0623
1f165549-2cff-46de-a072-18778b543919	17	19614970	21032426	639	1.1944
1f165549-2cff-46de-a072-18778b543919	17	21039255	22720241	457	1.4262
1f165549-2cff-46de-a072-18778b543919	17	22727748	22736323	5	0.773
1f165549-2cff-46de-a072-18778b543919	17	26943491	36098851	5334	0.0889
1f165549-2cff-46de-a072-18778b543919	17	36101021	36208249	44	0.4142
1f165549-2cff-46de-a072-18778b543919	17	36460442	36514765	67	0.1017
1f165549-2cff-46de-a072-18778b543919	17	36515878	36521030	2	-1.4002
1f165549-2cff-46de-a072-18778b543919	17	36521650	41085237	2348	0.083
1f165549-2cff-46de-a072-18778b543919	17	41088020	41089704	2	-1.6086
1f165549-2cff-46de-a072-18778b543919	17	41090139	41265456	98	0.05
1f165549-2cff-46de-a072-18778b543919	17	41266762	41266838	5	-0.4313
1f165549-2cff-46de-a072-18778b543919	17	41266851	41274279	19	-1.2981
1f165549-2cff-46de-a072-18778b543919	17	41276472	46127007	2524	0.0765
1f165549-2cff-46de-a072-18778b543919	17	46130778	46286804	94	-0.2687
1f165549-2cff-46de-a072-18778b543919	17	46323701	73817489	16777	0.1062
1f165549-2cff-46de-a072-18778b543919	17	73817945	74639929	524	-0.0053
1f165549-2cff-46de-a072-18778b543919	17	74641126	83091923	4217	0.0983
1f165549-2cff-46de-a072-18778b543919	18	48133	2023812	1432	-0.7713
1f165549-2cff-46de-a072-18778b543919	18	2027952	2029279	4	-3.7355
1f165549-2cff-46de-a072-18778b543919	18	2029593	15402409	8893	-0.7373
1f165549-2cff-46de-a072-18778b543919	18	20949392	27863349	4192	0.1107
1f165549-2cff-46de-a072-18778b543919	18	27864428	27869856	3	-1.5057
1f165549-2cff-46de-a072-18778b543919	18	27869954	38657916	6904	0.1068
1f165549-2cff-46de-a072-18778b543919	18	38658976	38660148	2	-2.4893
1f165549-2cff-46de-a072-18778b543919	18	38660355	53740491	10219	0.1316
1f165549-2cff-46de-a072-18778b543919	18	53740727	53740840	4	1.2286
1f165549-2cff-46de-a072-18778b543919	18	53740980	55635911	1165	0.1132
1f165549-2cff-46de-a072-18778b543919	18	55641696	55651357	9	-1.0805
1f165549-2cff-46de-a072-18778b543919	18	55656160	67293646	8153	0.1102
1f165549-2cff-46de-a072-18778b543919	18	67294245	67300028	12	-0.8126
1f165549-2cff-46de-a072-18778b543919	18	67300481	80257174	9566	0.1188
1f165549-2cff-46de-a072-18778b543919	19	90910	3700861	970	-0.724
1f165549-2cff-46de-a072-18778b543919	19	3705112	27257085	10157	0.0859
1f165549-2cff-46de-a072-18778b543919	19	27260767	27845337	140	0.5272
1f165549-2cff-46de-a072-18778b543919	19	27845453	34023581	4518	0.6125
1f165549-2cff-46de-a072-18778b543919	19	34026372	35358420	875	0.5425
1f165549-2cff-46de-a072-18778b543919	19	35364451	35370946	21	-0.5274
1f165549-2cff-46de-a072-18778b543919	19	35375842	35932419	283	0.5764
1f165549-2cff-46de-a072-18778b543919	19	35934740	36083896	71	0.8588
1f165549-2cff-46de-a072-18778b543919	19	36088406	36354973	87	0.4957
1f165549-2cff-46de-a072-18778b543919	19	36355248	36356596	10	-0.2326
1f165549-2cff-46de-a072-18778b543919	19	36356735	45777370	4784	0.5578
1f165549-2cff-46de-a072-18778b543919	19	45785448	58586487	7123	0.0474
1f165549-2cff-46de-a072-18778b543919	20	80664	1580934	1200	0.0823
1f165549-2cff-46de-a072-18778b543919	20	1581021	1601446	34	1.4103
1f165549-2cff-46de-a072-18778b543919	20	1601561	39073679	22865	0.1139
1f165549-2cff-46de-a072-18778b543919	20	39073756	48819440	7053	0.1437
1f165549-2cff-46de-a072-18778b543919	20	48821544	55630265	4964	0.1129
1f165549-2cff-46de-a072-18778b543919	20	55631639	63075398	5656	0.1557
1f165549-2cff-46de-a072-18778b543919	20	63077356	64324800	483	0.0506
1f165549-2cff-46de-a072-18778b543919	21	10354168	10642546	81	-0.2545
1f165549-2cff-46de-a072-18778b543919	21	10643703	38535933	18153	0.1037
1f165549-2cff-46de-a072-18778b543919	21	38536193	38536597	4	-1.0727
1f165549-2cff-46de-a072-18778b543919	21	38538756	41720366	2809	0.1347
1f165549-2cff-46de-a072-18778b543919	21	41727214	41730428	4	-1.257
1f165549-2cff-46de-a072-18778b543919	21	41730694	46677045	2738	0.0905
1f165549-2cff-46de-a072-18778b543919	22	15294547	23611779	4175	0.036
1f165549-2cff-46de-a072-18778b543919	22	23611793	38955461	11034	0.0922
1f165549-2cff-46de-a072-18778b543919	22	38967614	38975897	21	-0.5806
1f165549-2cff-46de-a072-18778b543919	22	38978372	39852969	405	0.0743
1f165549-2cff-46de-a072-18778b543919	22	39856984	41791127	1078	0.0247
1f165549-2cff-46de-a072-18778b543919	22	41791195	48935200	5323	0.0998
1f165549-2cff-46de-a072-18778b543919	22	48940621	50796027	1191	-0.0461
1f165549-2cff-46de-a072-18778b543919	X	251810	19905217	11936	-0.1562
1f165549-2cff-46de-a072-18778b543919	X	19909461	20233709	121	0.2892
1f165549-2cff-46de-a072-18778b543919	X	20241618	28714275	5361	0.6831
1f165549-2cff-46de-a072-18778b543919	X	28717082	28861359	126	-0.1569
1f165549-2cff-46de-a072-18778b543919	X	28863532	34006382	3573	0.3573
1f165549-2cff-46de-a072-18778b543919	X	34006687	34061610	47	0.7913
1f165549-2cff-46de-a072-18778b543919	X	34061772	34634819	396	0.9438
1f165549-2cff-46de-a072-18778b543919	X	34634832	36285781	979	0.8127
1f165549-2cff-46de-a072-18778b543919	X	36285952	39704062	2000	0.3429
1f165549-2cff-46de-a072-18778b543919	X	39710367	39906351	112	-0.1511
1f165549-2cff-46de-a072-18778b543919	X	39914608	39950166	18	0.7041
1f165549-2cff-46de-a072-18778b543919	X	39962919	40323034	145	-0.1822
1f165549-2cff-46de-a072-18778b543919	X	40323938	45105863	2560	0.3115
1f165549-2cff-46de-a072-18778b543919	X	45115768	55674826	4614	0.6697
1f165549-2cff-46de-a072-18778b543919	X	55676226	55681123	3	-2.0893
1f165549-2cff-46de-a072-18778b543919	X	55681253	62598741	1304	0.6351
1f165549-2cff-46de-a072-18778b543919	X	62657815	155952689	50024	-0.1845
1f165549-2cff-46de-a072-18778b543919	Y	2782397	3394523	204	-2.7819
1f165549-2cff-46de-a072-18778b543919	Y	3394871	6076562	515	-2.381
1f165549-2cff-46de-a072-18778b543919	Y	6080059	13478396	2544	-2.8936
1f165549-2cff-46de-a072-18778b543919	Y	13478462	13482643	3	-7.7452
1f165549-2cff-46de-a072-18778b543919	Y	13483009	56872112	3369	-2.7924
