"loc.start","loc.end","seg.mean","type","CNVStatus","Gene","case","bin","width"
30302901,30315215,-0.0978,"Gene_SeSAMe","Normal","RB1",9354,50000,12314
30302901,30315215,-0.00297183324348171,"Gene_MMasteR","Normal","RB1",9355,50000,12314
30302901,30315215,-0.077,"Gene_SNP","Normal","RB1",9355,50000,12314
30302901,30315215,-0.096,"Gene_Conumee","Normal","RB1",9355,50000,12314
30302901,30315215,-0.068,"Gene_SeSAMe","Normal","RB1",9355,50000,12314
30302901,30315215,-0.0417093330521618,"Gene_MMasteR","Normal","RB1",9356,50000,12314
30302901,30315215,-0.043,"Gene_SNP","Normal","RB1",9356,50000,12314
30302901,30315215,-0.065,"Gene_Conumee","Normal","RB1",9356,50000,12314
30302901,30315215,-0.0666,"Gene_SeSAMe","Normal","RB1",9356,50000,12314
30302901,30315215,-0.226640256925178,"Gene_MMasteR","Deletion","RB1",9357,50000,12314
30302901,30315215,-0.253,"Gene_SNP","Deletion","RB1",9357,50000,12314
30302901,30315215,-0.137,"Gene_Conumee","Normal","RB1",9357,50000,12314
30302901,30315215,-0.1214,"Gene_SeSAMe","Normal","RB1",9357,50000,12314
30302901,30315215,-0.0141173494276862,"Gene_MMasteR","Normal","RB1",9358,50000,12314
30302901,30315215,-0.08,"Gene_SNP","Normal","RB1",9358,50000,12314
30302901,30315215,-0.01,"Gene_Conumee","Normal","RB1",9358,50000,12314
30302901,30315215,-0.0171,"Gene_SeSAMe","Normal","RB1",9358,50000,12314
30302901,30315215,-0.164330758373837,"Gene_MMasteR","Normal","RB1",9202,1e+05,12314
30302901,30315215,-0.054,"Gene_SNP","Normal","RB1",9202,1e+05,12314
30302901,30315215,-0.015,"Gene_Conumee","Normal","RB1",9202,1e+05,12314
30302901,30315215,-0.0779,"Gene_SeSAMe","Normal","RB1",9202,1e+05,12314
30302901,30315215,-0.122378202270594,"Gene_MMasteR","Normal","RB1",9203,1e+05,12314
30302901,30315215,-0.019,"Gene_SNP","Normal","RB1",9203,1e+05,12314
30302901,30315215,-0.135,"Gene_Conumee","Normal","RB1",9203,1e+05,12314
30302901,30315215,-0.0473,"Gene_SeSAMe","Normal","RB1",9203,1e+05,12314
30302901,30315215,0.00398252074204989,"Gene_MMasteR","Normal","RB1",9327,1e+05,12314
30302901,30315215,-0.065,"Gene_SNP","Normal","RB1",9327,1e+05,12314
30302901,30315215,-0.009,"Gene_Conumee","Normal","RB1",9327,1e+05,12314
30302901,30315215,0.0295,"Gene_SeSAMe","Normal","RB1",9327,1e+05,12314
30302901,30315215,-0.023222795387445,"Gene_MMasteR","Normal","RB1",9328,1e+05,12314
30302901,30315215,-0.283,"Gene_SNP","Deletion","RB1",9328,1e+05,12314
30302901,30315215,-0.059,"Gene_Conumee","Normal","RB1",9328,1e+05,12314
30302901,30315215,0.0575,"Gene_SeSAMe","Normal","RB1",9328,1e+05,12314
30302901,30315215,0.058410991147698,"Gene_MMasteR","Normal","RB1",9337,1e+05,12314
30302901,30315215,0.274,"Gene_SNP","Amplification","RB1",9337,1e+05,12314
30302901,30315215,0.151,"Gene_Conumee","Normal","RB1",9337,1e+05,12314
30302901,30315215,-0.0138,"Gene_SeSAMe","Normal","RB1",9337,1e+05,12314
30302901,30315215,-0.0540313829435202,"Gene_MMasteR","Normal","RB1",9338,1e+05,12314
30302901,30315215,0.005,"Gene_SNP","Normal","RB1",9338,1e+05,12314
30302901,30315215,-0.005,"Gene_Conumee","Normal","RB1",9338,1e+05,12314
30302901,30315215,-0.0583,"Gene_SeSAMe","Normal","RB1",9338,1e+05,12314
30302901,30315215,-0.137046074893909,"Gene_MMasteR","Normal","RB1",9350,1e+05,12314
30302901,30315215,-0.741,"Gene_SNP","Deletion","RB1",9350,1e+05,12314
30302901,30315215,-0.007,"Gene_Conumee","Normal","RB1",9350,1e+05,12314
30302901,30315215,-0.0399,"Gene_SeSAMe","Normal","RB1",9350,1e+05,12314
30302901,30315215,-0.0414579981228095,"Gene_MMasteR","Normal","RB1",9353,1e+05,12314
30302901,30315215,-0.359,"Gene_SNP","Deletion","RB1",9353,1e+05,12314
30302901,30315215,-0.149,"Gene_Conumee","Normal","RB1",9353,1e+05,12314
30302901,30315215,-0.0455,"Gene_SeSAMe","Normal","RB1",9353,1e+05,12314
30302901,30315215,-0.0571439751595931,"Gene_MMasteR","Normal","RB1",9354,1e+05,12314
30302901,30315215,-0.023,"Gene_SNP","Normal","RB1",9354,1e+05,12314
30302901,30315215,-0.118,"Gene_Conumee","Normal","RB1",9354,1e+05,12314
30302901,30315215,-0.1052,"Gene_SeSAMe","Normal","RB1",9354,1e+05,12314
30302901,30315215,-0.00490013827482633,"Gene_MMasteR","Normal","RB1",9355,1e+05,12314
30302901,30315215,-0.077,"Gene_SNP","Normal","RB1",9355,1e+05,12314
30302901,30315215,-0.092,"Gene_Conumee","Normal","RB1",9355,1e+05,12314
30302901,30315215,-0.0441,"Gene_SeSAMe","Normal","RB1",9355,1e+05,12314
30302901,30315215,-0.0479760614746115,"Gene_MMasteR","Normal","RB1",9356,1e+05,12314
30302901,30315215,-0.043,"Gene_SNP","Normal","RB1",9356,1e+05,12314
30302901,30315215,-0.072,"Gene_Conumee","Normal","RB1",9356,1e+05,12314
30302901,30315215,-0.0544,"Gene_SeSAMe","Normal","RB1",9356,1e+05,12314
30302901,30315215,-0.243673599408008,"Gene_MMasteR","Deletion","RB1",9357,1e+05,12314
30302901,30315215,-0.253,"Gene_SNP","Deletion","RB1",9357,1e+05,12314
30302901,30315215,-0.141,"Gene_Conumee","Normal","RB1",9357,1e+05,12314
30302901,30315215,-0.1127,"Gene_SeSAMe","Normal","RB1",9357,1e+05,12314
30302901,30315215,-0.0145193592129593,"Gene_MMasteR","Normal","RB1",9358,1e+05,12314
30302901,30315215,-0.08,"Gene_SNP","Normal","RB1",9358,1e+05,12314
30302901,30315215,-0.026,"Gene_Conumee","Normal","RB1",9358,1e+05,12314
30302901,30315215,-0.0164,"Gene_SeSAMe","Normal","RB1",9358,1e+05,12314
30302901,30315215,-0.176132902561527,"Gene_MMasteR","Normal","RB1",9202,1e+06,12314
30302901,30315215,-0.054,"Gene_SNP","Normal","RB1",9202,1e+06,12314
30302901,30315215,-0.143,"Gene_Conumee","Normal","RB1",9202,1e+06,12314
30302901,30315215,-0.0688,"Gene_SeSAMe","Normal","RB1",9202,1e+06,12314
30302901,30315215,-0.136834428096561,"Gene_MMasteR","Normal","RB1",9203,1e+06,12314
30302901,30315215,-0.019,"Gene_SNP","Normal","RB1",9203,1e+06,12314
30302901,30315215,-0.121,"Gene_Conumee","Normal","RB1",9203,1e+06,12314
30302901,30315215,-0.0418,"Gene_SeSAMe","Normal","RB1",9203,1e+06,12314
30302901,30315215,-0.0411895497816023,"Gene_MMasteR","Normal","RB1",9327,1e+06,12314
30302901,30315215,-0.065,"Gene_SNP","Normal","RB1",9327,1e+06,12314
30302901,30315215,-0.032,"Gene_Conumee","Normal","RB1",9327,1e+06,12314
30302901,30315215,0.0175,"Gene_SeSAMe","Normal","RB1",9327,1e+06,12314
30302901,30315215,-0.0766680918165492,"Gene_MMasteR","Normal","RB1",9328,1e+06,12314
30302901,30315215,-0.283,"Gene_SNP","Deletion","RB1",9328,1e+06,12314
30302901,30315215,-0.079,"Gene_Conumee","Normal","RB1",9328,1e+06,12314
30302901,30315215,-0.0085,"Gene_SeSAMe","Normal","RB1",9328,1e+06,12314
30302901,30315215,0.0961371242519255,"Gene_MMasteR","Normal","RB1",9337,1e+06,12314
30302901,30315215,0.274,"Gene_SNP","Amplification","RB1",9337,1e+06,12314
30302901,30315215,0.154,"Gene_Conumee","Normal","RB1",9337,1e+06,12314
30302901,30315215,0.00634999999999999,"Gene_SeSAMe","Normal","RB1",9337,1e+06,12314
30302901,30315215,-0.0415226486690874,"Gene_MMasteR","Normal","RB1",9338,1e+06,12314
30302901,30315215,0.005,"Gene_SNP","Normal","RB1",9338,1e+06,12314
30302901,30315215,0.095,"Gene_Conumee","Normal","RB1",9338,1e+06,12314
30302901,30315215,-0.0522,"Gene_SeSAMe","Normal","RB1",9338,1e+06,12314
30302901,30315215,-0.210725361979415,"Gene_MMasteR","Deletion","RB1",9350,1e+06,12314
30302901,30315215,-0.741,"Gene_SNP","Deletion","RB1",9350,1e+06,12314
30302901,30315215,-0.156,"Gene_Conumee","Normal","RB1",9350,1e+06,12314
30302901,30315215,-0.0875,"Gene_SeSAMe","Normal","RB1",9350,1e+06,12314
30302901,30315215,0.0211434972705374,"Gene_MMasteR","Normal","RB1",9353,1e+06,12314
30302901,30315215,-0.359,"Gene_SNP","Deletion","RB1",9353,1e+06,12314
30302901,30315215,0.033,"Gene_SeSAMe","Normal","RB1",9353,1e+06,12314
30302901,30315215,-0.093,"Gene_Conumee","Normal","RB1",9353,1e+06,12314
30302901,30315215,-0.222938137763294,"Gene_MMasteR","Deletion","RB1",9354,1e+06,12314
30302901,30315215,-0.023,"Gene_SNP","Normal","RB1",9354,1e+06,12314
30302901,30315215,0.005,"Gene_Conumee","Normal","RB1",9354,1e+06,12314
30302901,30315215,0.0233,"Gene_SeSAMe","Normal","RB1",9354,1e+06,12314
30302901,30315215,0.141926424397261,"Gene_MMasteR","Normal","RB1",9355,1e+06,12314
30302901,30315215,-0.077,"Gene_SNP","Normal","RB1",9355,1e+06,12314
30302901,30315215,0.033,"Gene_Conumee","Normal","RB1",9355,1e+06,12314
30302901,30315215,-0.0453,"Gene_SeSAMe","Normal","RB1",9355,1e+06,12314
30302901,30315215,-0.108219099830389,"Gene_MMasteR","Normal","RB1",9356,1e+06,12314
30302901,30315215,-0.043,"Gene_SNP","Normal","RB1",9356,1e+06,12314
30302901,30315215,-0.063,"Gene_Conumee","Normal","RB1",9356,1e+06,12314
30302901,30315215,-0.0462,"Gene_SeSAMe","Normal","RB1",9356,1e+06,12314
30302901,30315215,-0.170701247794907,"Gene_MMasteR","Normal","RB1",9357,1e+06,12314
30302901,30315215,-0.253,"Gene_SNP","Deletion","RB1",9357,1e+06,12314
30302901,30315215,-0.132,"Gene_Conumee","Normal","RB1",9357,1e+06,12314
30302901,30315215,-0.1176,"Gene_SeSAMe","Normal","RB1",9357,1e+06,12314
30302901,30315215,-0.024608482760745,"Gene_MMasteR","Normal","RB1",9358,1e+06,12314
30302901,30315215,-0.08,"Gene_SNP","Normal","RB1",9358,1e+06,12314
30302901,30315215,-0.013,"Gene_Conumee","Normal","RB1",9358,1e+06,12314
30302901,30315215,-0.0118,"Gene_SeSAMe","Normal","RB1",9358,1e+06,12314
