Chrom	Chr	Start	End	Width	BAF.Value	BAF.Status	Start.FeatureName	End.FeatureName	Start.FeatureIdx	End.FeatureIdx	Features
chr5	5	21362459	37047900	15685442	0.6824	Unbalanced	S-tag168240	S-tag134621	67095	66006	1090
chr5	5	37068046	83234200	46166155	0.5	Hetero	S-tag207018	S-tag273775	70034	67096	2939
chr5	5	83249950	84613643	1363694	0.5544	Unbalanced	S-tag320319	S-tag163440	70127	70035	93
chr5	5	84637517	180698312	96060796	0.5	Hetero	S-tag117696	S-tag320993	76910	70128	6783
chr6	6	204909	91271547	91066639	0.5	Hetero	S-tag032787	S-tag277209	83533	76911	6623
chr6	6	91278482	91780338	501857	0.5518	Unbalanced	S-tag267135	S-tag090541	83572	83534	39
chr6	6	91806324	112101775	20295452	0.5	Hetero	S-tag075302	S-tag245975	85128	83573	1556
chr6	6	112122373	113078576	956204	0.5426	Unbalanced	S-tag181540	S-tag206092	85194	85129	66
chr6	6	113096276	170913051	57816776	0.5	Hetero	S-tag287849	S-tag281247	89630	85195	4436
chr7	7	41421	159118443	159077023	0.5	Hetero	S-tag316675	S-tag164900	101597	89631	11967
chr8	8	172417	146292734	146120318	0.5	Hetero	S-tag057861	S-tag181025	113551	101598	11954
chr9	9	204738	141054761	140850024	0.5	Hetero	S-tag285604	S-tag292642	122083	113552	8532
chr10	10	126070	61210179	61084110	0.5	Hetero	S-tag288298	S-tag241117	126121	122084	4038
chr10	10	61228441	64321478	3093038	0.6881	Unbalanced	S-tag324529	S-tag104582	126360	126122	239
chr10	10	64344998	70316352	5971355	0.5	Hetero	S-tag274592	S-tag029436	126802	126361	442
chr10	10	70324448	73113790	2789343	0.6759	Unbalanced	S-tag211795	S-tag224304	127023	126803	221
chr10	10	73119233	73586585	467353	0.5716	Unbalanced	S-tag034427	S-tag321023	127056	127024	33
chr10	10	73597960	104574562	30976603	0.5	Hetero	S-tag191829	S-tag116825	129601	127057	2545
chr10	10	104577915	105500857	922943	0.6963	Unbalanced	S-tag185683	S-tag048159	129684	129602	83
chr10	10	105517162	135434303	29917142	0.5	Hetero	S-tag036573	S-tag259257	131774	129685	2090
chr11	11	192764	79334618	79141855	0.5	Hetero	S-tag179986	S-tag246605	137410	131775	5636
chr11	11	79352678	79981321	628644	0.5599	Unbalanced	S-tag011617	S-tag122173	137453	137411	43
chr11	11	79995714	134938847	54943134	0.5	Hetero	S-tag044761	S-tag183870	141718	137454	4265
chr12	12	189400	104975826	104786427	0.5	Hetero	S-tag092992	S-tag138591	149963	141719	8245
chr12	12	104991911	106419959	1428049	0.5441	Unbalanced	S-tag082008	S-tag168118	150066	149964	103
chr12	12	106445852	133818115	27372264	0.5	Hetero	S-tag231238	S-tag062823	152071	150067	2005
chr13	13	19084823	23927245	4842423	0.5	Hetero	S-tag129068	S-tag064263	152409	152072	338
chr13	13	23931733	25533831	1602099	0.6645	Unbalanced	S-tag156731	S-tag034361	152519	152410	110
chr13	13	25558931	30734645	5175715	0.5	Hetero	S-tag241191	S-tag267048	153004	152520	485
chr13	13	30747950	33073693	2325744	0.664	Unbalanced	S-tag033363	S-tag028275	153257	153005	253
chr13	13	33083553	33381125	297573	0.5575	Unbalanced	S-tag300860	S-tag081041	153278	153258	21
chr13	13	33395373	115103150	81707778	0.5	Hetero	S-tag319052	S-tag056489	160002	153279	6724
chr14	14	20219083	107282024	87062942	0.5	Hetero	S-tag079171	S-tag253878	166755	160003	6753
chr15	15	20161372	47351247	27189876	0.5	Hetero	S-tag171992	S-tag305393	168470	166756	1715
chr15	15	47378791	49676712	2297922	0.7203	Unbalanced	S-tag269029	S-tag306663	168624	168471	154
chr15	15	49694465	88600091	38905627	0.671	Unbalanced	S-tag287121	S-tag181501	171590	168625	2966
chr15	15	88602841	90520511	1917671	0.6502	Unbalanced	S-tag126817	S-tag249831	171757	171591	167
chr15	15	90528012	90784250	256239	0.5796	Unbalanced	S-tag007940	S-tag053351	171788	171758	31
chr15	15	90806548	102397317	11590770	0.5	Hetero	S-tag159344	S-tag076385	172764	171789	976
chr16	16	83887	29412503	29328617	0.5	Hetero	S-tag168326	S-tag017306	175003	172765	2239
chr16	16	29652488	29857316	204829	0.5674	Unbalanced	S-tag178893	S-tag064609	175027	175004	24
chr16	16	29872361	32848905	2976545	0.5	Hetero	S-tag202727	S-tag209289	175189	175028	162
chr16	16	33568541	47759088	14190548	0.681	Unbalanced	S-tag129512	S-tag152204	175354	175190	165
chr16	16	47775824	48876466	1100643	0.6307	Unbalanced	S-tag209813	S-tag104857	175441	175355	87
chr16	16	48898186	71600537	22702352	0.6747	Unbalanced	S-tag117537	S-tag174665	177046	175442	1605
chr16	16	71628274	72827758	1199485	0.7104	Unbalanced	S-tag216826	S-tag144805	177159	177047	113
chr16	16	72838680	84813708	11975029	0.6748	Unbalanced	S-tag129046	S-tag129181	178122	177160	963
chr16	16	84840223	90158005	5317783	0.6512	Unbalanced	S-tag302368	S-tag141503	178602	178123	480
chr17	17	400959	80263427	79862469	0.5	Hetero	S-tag289750	S-tag027976	185023	178603	6421
chr18	18	12842	57018922	57006081	0.5	Hetero	S-tag291980	S-tag010742	189029	185024	4006
chr18	18	57040920	58555102	1514183	0.544	Unbalanced	S-tag017483	S-tag067554	189143	189030	114
chr18	18	58571186	78007784	19436599	0.5	Hetero	S-tag170128	S-tag113045	190617	189144	1474
chr19	19	247232	24292393	24045162	0.5	Hetero	S-tag031412	S-tag047515	192721	190618	2104
chr19	19	24308487	37693438	13384952	0.6752	Unbalanced	S-tag115872	S-tag177563	193500	192722	779
chr19	19	37712984	45250331	7537348	0.6762	Unbalanced	S-tag293080	S-tag020750	194325	193501	825
chr19	19	45253491	59093239	13839749	0.6598	Unbalanced	S-tag049614	S-tag125192	195453	194326	1128
chr20	20	69094	62912463	62843370	0.5	Hetero	S-tag083344	S-tag288225	200568	195454	5115
chr21	21	9648315	48097610	38449296	0.5	Hetero	S-tag044213	S-tag151578	202915	200569	2347
chr22	22	16054713	51213826	35159114	0.5	Hetero	S-tag002075	S-tag053493	205709	202916	2794
chrX	23	177942	95663984	95486043	0.5	Hetero	S-tag184863	S-tag179897	212504	205710	6795
chrX	23	95676236	97128094	1451859	0.5562	Unbalanced	S-tag191201	S-tag218517	212604	212505	100
chrX	23	97141577	155219364	58077788	0.5	Hetero	S-tag123338	S-tag256428	216908	212605	4304
chrY	24	2660163	28799935	26139773	0.7719	Unbalanced	S-tag316182	S-tag022127	217522	216909	614
