Use In Export	File	CN State	Type	Chromosome	Cytoband Start	Cytoband End	Median BAF	Median Log2Ratio	Size (kbp)	Marker Count	Gene Count	Genes	OMIM ® Genes Count	OMIM ® Genes	DB Count Both	CytoRegions	Call	Segment Interpretation	Microarray Nomenclature	Curation By	Materially Modified Segment
true	Recentered_STT9337.RC.OSCHP	2.33	Gain	3	p21.1	p14.2	0.19386065	0.10122457891702652	7893.497	603	75	PBRM1, GNL3, SNORD136, SNORD19, SNORD19B, SNORD19C, SNORD69, GLT8D1, SPCS1, NEK4, ITIH1, ITIH3, ITIH4, ITIH4-AS1, MUSTN1, STIMATE-MUSTN1, STIMATE, MIR8064, SFMBT1, RFT1, PRKCD, TKT, DCP1A, SNORD38C, CACNA1D, CHDH, IL17RB, ACTR8, SELENOK, CACNA2D3, ESRG, CACNA2D3-AS1, LRTM1, LINC02017, LINC02030, WNT5A, WNT5A-AS1, ERC2, ERC2-IT1, MIR3938, CCDC66, TASOR, ARHGEF3, ARHGEF3-AS1, SPATA12, IL17RD, HESX1, APPL1, ASB14, LOC105377102, DNAH12, PDE12, ARF4, ARF4-AS1, DENND6A, DENND6A-DT, SLMAP, FLNB, FLNB-AS1, DNASE1L3, ABHD6, HTD2, RPP14, PXK, PDHB, KCTD6, ACOX2, FAM107A, FAM3D-AS1, FAM3D, CFAP20DC, CFAP20DC-AS1, LOC339902, FHIT, MIR548BB	47	PBRM1 (606083), GNL3 (608011), GLT8D1 (618399), SPCS1 (610358), NEK4 (601959), ITIH1 (147270), ITIH3 (146650), ITIH4 (600564), MUSTN1 (617195), STIMATE (617189), SFMBT1 (607319), RFT1 (611908), PRKCD (176977), TKT (606781), DCP1A (607010), CACNA1D (114206), IL17RB (605458), ACTR8 (619716), SELENOK (607916), CACNA2D3 (606399), ESRG (611473), WNT5A (164975), ERC2 (617250), CCDC66 (619287), TASOR (616493), ARHGEF3 (612115), SPATA12 (609869), IL17RD (606807), HESX1 (601802), APPL1 (604299), DNAH12 (603340), PDE12 (616519), ARF4 (601177), DENND6A (620561), SLMAP (602701), FLNB (603381), DNASE1L3 (602244), ABHD6 (616966), HTD2 (620769), RPP14 (606112), PXK (611450), PDHB (179060), KCTD6 (618791), ACOX2 (601641), FAM107A (608295), FAM3D (608619), FHIT (601153)		CytoRegions Not Set			arr[GRCh37] 3p21.1p14.2(52,714,400_60,607,896)x2~3		false
true	Recentered_STT9337.RC.OSCHP	2.33	Gain	3	p12.1	p11.1	0.1452706	0.1590976119041443	5229.53	363	17	CADM2, MIR5688, CADM2-AS2, LOC102723364, LINC02070, VGLL3, LINC00506, MIR4795, CHMP2B, POU1F1, HTR1F, CGGBP1, LOC128031834, ZNF654, C3orf38, CSNK2A2IP, EPHA3	7	CADM2 (609938), VGLL3 (609980), CHMP2B (609512), POU1F1 (173110), HTR1F (182134), CGGBP1 (603363), EPHA3 (179611)		CytoRegions Not Set			arr[GRCh37] 3p12.1p11.1(85,171,302_90,400,831)x2~3		false
true	Recentered_STT9337.RC.OSCHP	2.67	Gain	3	p11.1	q11.2	0.2941445	0.28270766139030457	5514.15	164	7	PROS1, ARL13B, STX19, DHFR2, NSUN3, LINC00879, MTHFD2P1	4	PROS1 (176880), ARL13B (608922), DHFR2 (616588), NSUN3 (617491)		CytoRegions Not Set			arr[GRCh37] 3p11.1q11.2(90,418,473_95,932,622)x2~3		false
true	Recentered_STT9337.RC.OSCHP	2.33	Gain	3	q28	q29	0.09236827	0.10877005755901337	8769.323	746	112	TP63, MIR944, P3H2, P3H2-AS1, CLDN16, CLDN1, TMEM207, IL1RAP, LINC02013, GMNC, SNAR-I, OSTN, OSTN-AS1, UTS2B, CCDC50, PYDC2-AS1, PYDC2, FGF12, FGF12-AS1, FGF12-AS2, FGF12-AS3, MB21D2, PLAAT1, MGC2889, ATP13A5, ATP13A5-AS1, ATP13A4, ATP13A4-AS1, OPA1, OPA1-AS1, LINC02038, LINC02026, DPPA2P3, LINC02028, HES1, LINC02036, LINC02037, LINC02048, LINC00887, CPN2, LRRC15, GP5, ATP13A3, ATP13A3-DT, TMEM44-AS1, TMEM44, TMEM44-AS2, LSG1, FAM43A, LINC01968, LINC01972, XXYLT1, XXYLT1-AS1, MIR3137, XXYLT1-AS2, ACAP2, PPP1R2, APOD, LOC105374297, SDHAP2, MIR570HG, MIR570, MUC20, MUC4, LINC01983, TNK2, MIR6829, TNK2-AS1, SDHAP1, TFRC, LINC00885, ZDHHC19, SLC51A, PCYT1A, DYNLT2B, TM4SF19-DYNLT2B, TM4SF19-AS1, TM4SF19, UBXN7, UBXN7-AS1, RNF168, SMCO1, WDR53, FBXO45, LINC01063, NRROS, CEP19, PIGX, PAK2, SENP5, NCBP2, NCBP2-AS1, NCBP2AS2, PIGZ, MELTF, MELTF-AS1, DLG1, MIR4797, DLG1-AS1, LOC105374308, LINC02012, BDH1, SDHAP4, RUBCN, MIR922, FYTTD1, LRCH3, IQCG, RPL35A, LMLN, LMLN-AS1, ANKRD18DP	56	TP63 (603273), P3H2 (610341), CLDN16 (603959), CLDN1 (603718), TMEM207 (614786), IL1RAP (602626), GMNC (614448), OSTN (610280), UTS2B (618134), CCDC50 (611051), PYDC2 (615701), FGF12 (601513), MB21D2 (620914), PLAAT1 (606487), ATP13A5 (619119), ATP13A4 (609556), OPA1 (605290), HES1 (139605), CPN2 (603104), LRRC15 (619327), GP5 (173511), ATP13A3 (610232), LSG1 (610780), XXYLT1 (614552), ACAP2 (607766), PPP1R2 (601792), APOD (107740), MIR570 (614538), MUC20 (610360), MUC4 (158372), TNK2 (606994), TFRC (190010), ZDHHC19 (618671), SLC51A (612084), PCYT1A (123695), DYNLT2B (617353), TM4SF19 (620845), UBXN7 (616379), RNF168 (612688), WDR53 (615110), FBXO45 (609112), NRROS (615322), CEP19 (615586), PIGX (610276), PAK2 (605022), SENP5 (612845), NCBP2 (605133), PIGZ (611671), MELTF (155750), DLG1 (601014), BDH1 (603063), RUBCN (613516), FYTTD1 (616933), DRC9 (612477), RPL35A (180468), LMLN (609380)		CytoRegions Not Set			arr[GRCh37] 3q28q29(189,083,242_197,852,564)x2~3		false
true	Recentered_STT9337.RC.OSCHP	1.67	Loss	4	q13.2	q26		-0.11297564208507538	46787.74	3299	349	LOC101927237, CENPC, STAP1, UBA6, UBA6-DT, GNRHR, TMPRSS11D, TMPRSS11A, TMPRSS11GP, TMPRSS11F, LOC550113, SYT14P1, FTLP10, TMPRSS11BNL, TMPRSS11B, YTHDC1, TMPRSS11E, UGT2B17, UGT2B15, UGT2B10, UGT2A3, UGT2B7, LOC105377267, UGT2B11, UGT2B28, UGT2B4, UGT2A2, UGT2A1, SULT1B1, SULT1E1, CSN1S1, CSN2, STATH, HTN3, HTN1, CSN1S2AP, CSN1S2BP, PRR27, ODAM, FDCSP, CSN3, CABS1, SMR3A, SMR3B, OPRPN, MUC7, AMTN, AMBN, ENAM, JCHAIN, UTP3, RUFY3, GRSF1, MOB1B, DCK, SLC4A4, GC, NPFFR2, ADAMTS3, COX18, ANKRD17, ANKRD17-DT, ALB, AFP, AFM, LINC02499, RASSF6, INKILN, UMLILO, CXCL8, CXCL6, PF4V1, CXCL1, PF4, PPBP, CXCL5, CXCL3, PPBPP2, CXCL2, MTHFD2L, LOC105377276, EPGN, EREG, AREG, BTC, PARM1, PARM1-AS1, LINC02562, LINC02483, RCHY1, THAP6, ODAPH, CDKL2, G3BP2, USO1, PPEF2, NAAA, SDAD1, SDAD1-AS1, CXCL9, ART3, CXCL10, CXCL11, NUP54, SCARB2, FAM47E, FAM47E-STBD1, STBD1, CCDC158, SHROOM3, MIR4450, MIR548AH, SHROOM3-AS1, SOWAHB, SEPTIN11, CCNI, CCNG2, CXCL13, CNOT6L, MRPL1, FRAS1, SNORD161, ANXA3, LINC01094, LOC101928893, BMP2K-DT, BMP2K, PAQR3, LINC01088, NAA11, GK2, LINC00989, PCAT4, ANTXR2, PRDM8-AS1, PRDM8, FGF5, CFAP299, BMP3, PRKG2, PRKG2-AS1, RASGEF1B, HNRNPD, HNRNPD-DT, HNRNPDL, ENOPH1, TMEM150C, LINC00575, SCD5, MIR575, SEC31A, THAP9-AS1, SNORD143, SNORD144, THAP9, LIN54, COPS4, PLAC8, COQ2, HPSE, HELQ, MRPS18C, ABRAXAS1, GPAT3, LINC02994, NKX6-1, CDS1, WDFY3, WDFY3-AS1, WDFY3-AS2, ARHGAP24, MIR4451, MAPK10, MAPK10-AS1, MIR4452, PTPN13, SLC10A6, C4orf36, AFF1-AS1, AFF1, KLHL8, MIR5705, HSD17B13, HSD17B11, NUDT9, SCPPPQ1, SPARCL1, DSPP, DMP1, IBSP, MEPE, SPP1, PKD2, ABCG2, PPM1K, PPM1K-DT, HERC6, HERC5, PIGY, PYURF, PIGY-DT, HERC3, NAP1L5, FAM13A-AS1, FAM13A, TIGD2, GPRIN3, SNCA, SNCA-AS1, MMRN1, CCSER1, LNCPRESS2, GRID2, ATOH1, SMARCAD1-DT, SMARCAD1, HPGDS, PDLIM5, BMPR1B-DT, BMPR1B, UNC5C, UNC5C-AS1, PDHA2, LINC02267, STPG2-AS1, STPG2, RAP1GDS1, TSPAN5, TSPAN5-DT, EIF4E, METAP1, MIR3684, ADH5, LOC100507053, ADH4, PCNAP1, ADH6, ADH1A, ADH1B, ADH1C, ADH7, C4orf17, TRMT10A, MTTP, C4orf54, DAPP1, LAMTOR3, DNAJB14, H2AZ1, H2AZ1-DT, DDIT4L, DDIT4L-AS1, SNORA101A, EMCN, LINC01216, LINC01217, LINC01218, PPP3CA, MIR8066, MIR1255A, FLJ20021, BANK1, SLC39A8, LOC105377621, NFKB1, MANBA, LOC102723704, UBE2D3, UBE2D3-AS1, CISD2, SLC9B1, SLC9B2, BDH2, CENPE, LINC02428, TACR3-AS1, TACR3, LINC02503, CXXC4, CXXC4-AS1, TET2, TET2-AS1, PPA2, LOC105377352, ARHGEF38, ARHGEF38-IT1, INTS12, GSTCD, GSTCD-AS1, NPNT, LOC101929577, TBCK, AIMP1, GIMD1, LINC02173, DKK2, LOC102725220, PAPSS1, SGMS2, CYP2U1-AS1, CYP2U1, HADH, LEF1, LEF1-AS1, RPL34-DT, LOC101929621, RPL34, OSTC, ETNPPL, COL25A1, COL25A1-DT, SEC24B-AS1, SEC24B, MIR576, MCUB, CASP6, PLA2G12A, CFI, LOC124900758, GAR1, RRH, LRIT3, EGF, ELOVL6, ENPEP, PANCR, PITX2, MIR297, LOC105377366, LINC02945, FAM241A, AP1AR-DT, AP1AR, TIFA, ALPK1, NEUROG2, NEUROG2-AS1, ZGRF1, LARP7, MIR302CHG, MIR367, MIR302D, MIR302A, MIR302C, MIR302B, ANK2, MIR1243, MIR8082, CAMK2D	240	CENPC (117141), STAP1 (604298), UBA6 (611361), GNRHR (138850), TMPRSS11D (605369), TMPRSS11A (611704), POLR2MP1 (608311), SYT14P1 (610892), YTHDC1 (617283), TMPRSS11E (610399), UGT2B17 (601903), UGT2B15 (600069), UGT2B10 (600070), UGT2A3 (616382), UGT2B7 (600068), UGT2B11 (603064), UGT2B28 (606497), UGT2B4 (600067), UGT2A2 (619809), UGT2A1 (604716), SULT1B1 (608436), SULT1E1 (600043), CSN1S1 (115450), CSN2 (115460), STATH (184470), HTN3 (142702), HTN1 (142701), ODAM (614843), FDCSP (607241), CSN3 (601695), CABS1 (618600), SMR3A (618340), SMR3B (611593), OPRPN (608936), MUC7 (158375), AMTN (610912), AMBN (601259), ENAM (606585), JCHAIN (147790), UTP3 (611614), RUFY3 (611194), GRSF1 (604851), MOB1B (609282), DCK (125450), SLC4A4 (603345), GC (139200), NPFFR2 (607449), ADAMTS3 (605011), COX18 (610428), ANKRD17 (615929), ALB (103600), AFP (104150), AFM (104145), RASSF6 (612620), CXCL8 (146930), CXCL6 (138965), PPBPP1 (188035), PF4V1 (173461), CXCL1 (155730), PF4 (173460), PPBP (121010), CXCL5 (600324), CXCL3 (139111), PPBPP2 (611591), CXCL2 (139110), MTHFD2L (614047), EPGN (618717), EREG (602061), AREG (104640), BTC (600345), PARM1 (617688), RCHY1 (607680), THAP6 (612535), ODAPH (614829), CDKL2 (603442), G3BP2 (620020), USO1 (603344), PPEF2 (602256), NAAA (607469), CXCL9 (601704), ART3 (603086), CXCL10 (147310), CXCL11 (604852), NUP54 (607607), SCARB2 (602257), STBD1 (607406), CCDC158 (621144), SHROOM3 (604570), SEPTIN11 (612887), CCNI (618783), CCNG2 (603203), CXCL13 (605149), CNOT6L (618069), MRPL1 (611821), FRAS1 (607830), ANXA3 (106490), BMP2K (617648), PAQR3 (614577), NAA11 (619432), GK2 (600148), PCAT4 (609717), ANTXR2 (608041), PRDM8 (616639), FGF5 (165190), BMP3 (112263), PRKG2 (601591), RASGEF1B (614532), HNRNPD (601324), HNRNPDL (607137), TMEM150C (617292), SCD5 (608370), SEC31A (610257), THAP9 (612537), LIN54 (613367), COPS4 (616008), PLAC8 (607515), COQ2 (609825), HPSE (604724), HELQ (606769), MRPS18C (611983), ABRAXAS1 (611143), GPAT3 (610958), NKX6-1 (602563), CDS1 (603548), WDFY3 (617485), ARHGAP24 (610586), MAPK10 (602897), PTPN13 (600267), SLC10A6 (613366), AFF1 (159557), KLHL8 (611967), HSD17B13 (612127), HSD17B11 (612831), NUDT9 (606022), SPARCL1 (606041), DSPP (125485), DMP1 (600980), IBSP (147563), MEPE (605912), SPP1 (166490), PKD2 (173910), ABCG2 (603756), PPM1K (611065), HERC6 (609249), HERC5 (608242), PIGY (610662), PYURF (619956), HERC3 (605200), NAP1L5 (612203), FAM13A-AS1 (613300), FAM13A (613299), TIGD2 (612973), GPRIN3 (611241), SNCA (163890), MMRN1 (601456), CCSER1 (618934), GRID2 (602368), ATOH1 (601461), SMARCAD1 (612761), HPGDS (602598), PDLIM5 (605904), BMPR1B (603248), UNC5C (603610), PDHA2 (179061), RAP1GDS1 (179502), TSPAN5 (613136), EIF4E (133440), METAP1 (610151), ADH5 (103710), ADH4 (103740), ADH6 (103735), ADH1A (103700), ADH1B (103720), ADH1C (103730), ADH7 (600086), TRMT10A (616013), MTTP (157147), C4orf54 (617881), DAPP1 (605768), LAMTOR3 (603296), DNAJB14 (617487), H2AZ1 (142763), DDIT4L (607730), EMCN (608350), PPP3CA (114105), BANK1 (610292), SLC39A8 (608732), NFKB1 (164011), MANBA (609489), UBE2D3 (602963), CISD2 (611507), SLC9B1 (611527), SLC9B2 (611789), CENPE (117143), TACR3 (162332), CXXC4 (611645), TET2 (612839), PPA2 (609988), ARHGEF38 (619919), INTS12 (611355), GSTCD (615912), NPNT (610306), TBCK (616899), AIMP1 (603605), DKK2 (605415), PAPSS1 (603262), SGMS2 (611574), CYP2U1 (610670), HADH (601609), LEF1 (153245), RPL34 (616862), OSTC (619023), ETNPPL (614682), COL25A1 (610004), SEC24B (607184), MCUB (620702), CASP6 (601532), PLA2G12A (611652), CFI (217030), GAR1 (606468), RRH (605224), LRIT3 (615004), EGF (131530), ELOVL6 (611546), ENPEP (138297), PANCR (617286), PITX2 (601542), MIR297 (615520), AP1AR (610851), TIFA (609028), ALPK1 (607347), NEUROG2 (606624), LARP7 (612026), MIR367 (614600), MIR302D (614599), MIR302A (614596), MIR302C (614598), MIR302B (614597), ANK2 (106410), CAMK2D (607708)		CytoRegions Not Set			arr[GRCh37] 4q13.2q26(67,655,686_114,443,425)x1~2		false
true	Recentered_STT9337.RC.OSCHP	1.67	Loss	4	q28.3	q31.21		-0.12827754020690918	7469.392	556	39	LOC105377438, LINC02485, LINC00613, LINC02511, LINC02510, PCDH18, LINC02172, LOC101927414, LINC00616, SLC7A11-AS1, SLC7A11, LINC00499, LOC105377448, NOCT, ELF2, MGARP, NDUFC1, NAA15, RAB33B-AS1, RAB33B, SETD7, LOC105377622, QKILA, MGST2, MAML3, LOC101927516, SCOC, SCOC-AS1, CLGN, MGAT4D, ELMOD2, UCP1, TBC1D9, TNRC18P1, RNF150, ZNF330, LINC02432, IL15, INPP4B	19	PCDH18 (608287), SLC7A11 (607933), NOCT (608468), ELF2 (619798), MGARP (619684), NDUFC1 (603844), NAA15 (608000), RAB33B (605950), SETD7 (606594), MGST2 (601733), MAML3 (608991), CLGN (601858), MGAT4D (610310), ELMOD2 (610196), UCP1 (113730), TBC1D9 (618035), ZNF330 (609550), IL15 (600554), INPP4B (607494)		CytoRegions Not Set			arr[GRCh37] 4q28.3q31.21(135,580,589_143,049,980)x1~2		false
true	Recentered_STT9337.RC.OSCHP	3.0	Gain	4	q31.21	q31.21		0.43452519178390503	122.761	113	1	INPP4B	1	INPP4B (607494)		CytoRegions Not Set			arr[GRCh37] 4q31.21(143,051,680_143,174,440)x3		false
true	Recentered_STT9337.RC.OSCHP	1.67	Loss	4	q31.21	q34.1		-0.11996205151081085	29087.387	2116	163	INPP4B, USP38-DT, USP38, GAB1, MIR3139, SMARCA5-AS1, SMARCA5, GUSBP5, FREM3, LOC105377458, GYPE, LOC101927636, GYPB, GYPA, HHIP-AS1, HHIP, ANAPC10, ABCE1, OTUD4, LINC02266, SMAD1, SMAD1-AS2, SMAD1-AS1, LINC02491, MMAA, C4orf51, ZNF827, LOC105377468, LINC01095, LSM6, REELD1, SLC10A7, MIR7849, POU4F2, TTC29, LOC105377473, MIR548G, EDNRA, LINC02507, TMEM184C-DT, TMEM184C, PRMT9, ARHGAP10, MIR4799, NR3C2, LOC105377480, LINC02355, IQCM, DCLK2, LRBA, LOC729558, MAB21L2, RPS3A, SNORD73B, SNORD73A, SH3D19, PRSS48, FHIP1A-DT, FHIP1A, GATB, LOC105377488, LOC127898557, LOC102724700, LOC127898556, LINC03074, LINC02273, LOC105377490, FBXW7, FBXW7-AS1, MIR3140, MIR4453HG, MIR4453, TMEM154, TIGD4, ARFIP1, LOC729870, FHDC1, TRIM2, ANXA2P1, MND1, TMEM131L, LOC100419170, TLR2, RNF175, SFRP2, DCHS2, PLRG1, FGB, FGA, FGG, LRAT, LOC105377500, RBM46, NPY2R, LOC105377502, MAP9, MAP9-AS1, GUCY1A1, GUCY1B1, ASIC5, TDO2, CTSO, PDGFC, GLRB, GRIA2, LINC02433, GASK1B, GASK1B-AS1, TMEM144, RXFP1, C4orf46, ETFDH, PPID, FNIP2, SPMIP2, RAPGEF2, MIR3688-1, MIR3688-2, LINC02233, FSTL5, LOC101928052, MIR4454, NAF1, NPY1R, NPY5R, TKTL2, TMA16, MARCHF1, SMIM31, APELA, TRIM61, FAM218A, TRIM60, TRIM75, TMEM192, KLHL2, GK3, MSMO1, CPE, MIR578, LINC01179, LOC101928131, TLL1, SPOCK3, ANXA10, DDX60, DDX60L, PALLD, CBR4, CBR4-DT, SH3RF1, NEK1, CLCN3, HPF1, LINC02275, MFAP3L, LOC101928198, AADAT, LINC01612, LINC02382, LINC02431, MIR6082, LINC02504	89	INPP4B (607494), USP38 (618322), GAB1 (604439), SMARCA5 (603375), FREM3 (608946), GYPE (138590), GYPB (617923), GYPA (617922), HHIP (606178), ANAPC10 (613745), ABCE1 (601213), OTUD4 (611744), SMAD1 (601595), MMAA (607481), ZNF827 (617962), LSM6 (607286), SLC10A7 (611459), POU4F2 (113725), TTC29 (618735), EDNRA (131243), TMEM184C (613937), PRMT9 (616125), ARHGAP10 (609746), NR3C2 (600983), DCLK2 (613166), LRBA (606453), MAB21L2 (604357), RPS3A (180478), SNORD73A (603568), SH3D19 (608674), GATB (603645), FBXW7 (606278), ARFIP1 (605928), FHDC1 (620268), TRIM2 (614141), MND1 (611422), TMEM131L (616243), TLR2 (603028), SFRP2 (604157), DCHS2 (612486), PLRG1 (605961), FGB (134830), FGA (134820), FGG (134850), LRAT (604863), RBM46 (620147), NPY2R (162642), MAP9 (610070), GUCY1A1 (139396), GUCY1B1 (139397), ASIC5 (616693), TDO2 (191070), CTSO (600550), PDGFC (608452), GLRB (138492), GRIA2 (138247), TMEM144 (620325), RXFP1 (606654), C4orf46 (616210), ETFDH (231675), PPID (601753), FNIP2 (612768), RAPGEF2 (609530), FSTL5 (620128), NAF1 (617868), NPY1R (162641), NPY5R (602001), MARCHF1 (613331), ANP32CP (606877), APELA (615594), TRIM61 (619417), TRIM60 (619416), TMEM192 (620677), KLHL2 (605774), MSMO1 (607545), CPE (114855), TLL1 (606742), SPOCK3 (607989), ANXA10 (608008), DDX60 (613974), DDX60L (616725), PALLD (608092), CBR4 (619394), SH3RF1 (618642), NEK1 (604588), CLCN3 (600580), HPF1 (616614), MFAP3L (616523), AADAT (611754)		CytoRegions Not Set			arr[GRCh37] 4q31.21q34.1(143,180,590_172,267,976)x1~2		false
true	Recentered_STT9337.RC.OSCHP	1.67	Loss	4	q34.3	q35.2		-0.18306750059127808	11793.284	836	76	LINC00290, LINC02500, TENM3-AS2, TENM3-AS1, TENM3, MIR1305, DCTD, CIBAR1P2, WWC2-AS2, WWC2, WWC2-AS1, CLDN22, CLDN24, CDKN2AIP, ING2-DT, ING2, RWDD4, TRAPPC11, STOX2, ENPP6, LINC02363, LINC02362, IRF2, IRF2-DT, LINC02427, LINC02365, CASP3, PRIMPOL, CENPU, ACSL1, SLED1, MIR3945HG, MIR3945, LINC01093, MIR4455, HELT, LINC02436, SLC25A4, CFAP97, SNX25, LRP2BP, ANKRD37, UFSP2, CFAP96, CCDC110, LOC105377590, PDLIM3, SORBS2, SORBS2-AS1, TLR3, FAM149A, FLJ38576, CYP4V2, KLKB1, F11, F11-AS1, MTNR1A, FAT1, LINC02374, LOC339975, LINC02514, LINC02515, LINC02492, LOC105377603, ZFP42, TRIML2, TRIML1, LINC02434, LINC01060, LOC101930028, LINC02508, LINC01262, LOC105379514, FRG1-DT, LINC01596, FRG1	35	TENM3 (610083), DCTD (607638), WWC2 (620110), WWC2-AS1 (620088), CLDN22 (620566), CDKN2AIP (615914), ING2 (604215), TRAPPC11 (614138), STOX2 (617359), ENPP6 (616983), IRF2 (147576), CASP3 (600636), PRIMPOL (615421), CENPU (611511), ACSL1 (152425), HELT (617546), SLC25A4 (103220), CFAP97 (616047), SNX25 (620961), LRP2BP (619020), ANKRD37 (619021), UFSP2 (611482), CCDC110 (609488), PDLIM3 (605889), SORBS2 (616349), TLR3 (603029), CYP4V2 (608614), KLKB1 (229000), F11 (264900), MTNR1A (600665), FAT1 (600976), ZFP42 (614572), TRIML2 (620480), TRIML1 (620979), FRG1 (601278)		CytoRegions Not Set			arr[GRCh37] 4q34.3q35.2(179,122,367_190,915,650)x1~2		false
true	Recentered_STT9337.RC.OSCHP	2.67	Gain	5	p13.3	p13.3	0.46176574	0.3279148042201996	819.892	53	2	LINC02064, LOC105374704	0			CytoRegions Not Set			arr[GRCh37] 5p13.3(29,329,716_30,149,607)x2~3		false
true	Recentered_STT9337.RC.OSCHP	3.0	Gain	5	p13.3	p13.2	0.3653618	0.4044060707092285	3684.448	277	17	CDH6, DROSHA, C5orf22, PDZD2, MIR4279, GOLPH3, MTMR12, ZFR, MIR579, SUB1, LINC02061, NPR3, LINC02120, LOC105374715, LINC02160, TARS1, ADAMTS12	10	CDH6 (603007), DROSHA (608828), PDZD2 (610697), GOLPH3 (612207), MTMR12 (606501), ZFR (615635), SUB1 (600503), NPR3 (108962), TARS1 (187790), ADAMTS12 (606184)		CytoRegions Not Set			arr[GRCh37] 5p13.3p13.2(30,164,476_33,848,923)x3		false
true	Recentered_STT9337.RC.OSCHP	2.67	Gain	5	p13.2	q11.2	0.38005698	0.3733314871788025	18968.009	1145	111	ADAMTS12, RXFP3, SLC45A2, AMACR, C1QTNF3-AMACR, C1QTNF3, LOC646652, RAI14-DT, RAI14, TTC23L-AS1, TTC23L, RAD1, BRIX1, DNAJC21, AGXT2, PRLR, SPEF2, IL7R, CAPSL, CAPSL-DT, UGT3A1, UGT3A2, LMBRD2, MIR580, SKP2, NADK2, NADK2-AS1, RANBP3L, SLC1A3, NIPBL-DT, NIPBL, CPLANE1, CPLANE1-AS1, NUP155, WDR70, GDNF, GDNF-AS1, LINC02110, LINC02107, LINC02119, EGFLAM, EGFLAM-AS4, EGFLAM-AS2, EGFLAM-AS1, LIFR, LIFR-AS1, MIR3650, OSMR-DT, LINC01265, OSMR, RICTOR, FYB1, C9, DAB2, LINC02104, LINC00603, LINC00604, PTGER4, TTC33, PRKAA1, RPL37, SNORD72, CARD6, C7, MROH2B, C6, PLCXD3, OXCT1, OXCT1-AS1, RIMOC1, FBXO4, LINC02996, GHR, CCDC152, SELENOP, FLJ32255, ANXA2R-OT1, LOC105374748, ANXA2R, ANXA2R-AS1, LOC100132356, LOC100506639, ZNF131, NIM1K, HMGCS1, CCL28, TMEM267, C5orf34, PAIP1, NNT-AS1, NNT, FGF10, FGF10-AS1, LINC02224, MRPS30-DT, MRPS30, HCN1, EMB, PARP8, LINC02106, ISL1-DT, ISL1, LINC02118, PELO-AS1, PELO, ITGA1, ITGA2-AS1, ITGA2, MOCS2, MOCS2-DT, FST	63	ADAMTS12 (606184), RXFP3 (609445), SLC45A2 (606202), AMACR (604489), C1QTNF3 (612045), RAI14 (606586), TTC23L (616344), RAD1 (603153), BRIX1 (618466), DNAJC21 (617048), AGXT2 (612471), PRLR (176761), SPEF2 (610172), IL7R (146661), CAPSL (618799), UGT3A1 (616383), UGT3A2 (616384), LMBRD2 (619490), SKP2 (601436), NADK2 (615787), RANBP3L (616391), SLC1A3 (600111), NIPBL (608667), CPLANE1 (614571), NUP155 (606694), WDR70 (617233), GDNF (600837), EGFLAM (617683), LIFR (151443), OSMR (601743), RICTOR (609022), FYB1 (602731), C9 (120940), DAB2 (601236), PTGER4 (601586), PRKAA1 (602739), RPL37 (604181), CARD6 (609986), C7 (217070), MROH2B (620930), C6 (217050), PLCXD3 (617016), OXCT1 (601424), RIMOC1 (620266), FBXO4 (609090), GHR (600946), SELENOP (601484), ANXA2R (611296), ZNF131 (604073), HMGCS1 (142940), CCL28 (605240), PAIP1 (605184), NNT (607878), FGF10 (602115), MRPS30 (611991), HCN1 (602780), EMB (615669), ISL1 (600366), PELO (605757), ITGA1 (192968), ITGA2 (192974), MOCS2 (603708), FST (136470)		CytoRegions Not Set			arr[GRCh37] 5p13.2q11.2(33,865,418_52,833,426)x2~3		false
true	Recentered_STT9337.RC.OSCHP	3.0	Gain	5	q11.2	q11.2	0.44982553	0.49806809425354004	365.353	25	3	NDUFS4, LINC02105, ARL15	1	NDUFS4 (602694)		CytoRegions Not Set			arr[GRCh37] 5q11.2(52,848,593_53,213,945)x3		false
true	Recentered_STT9337.RC.OSCHP	2.67	Gain	5	q11.2	q12.1	0.37505853	0.38142356276512146	6667.315	497	44	MTREX, PLPP1, MIR5687, RNF138P1, SLC38A9, DDX4, IL31RA, IL6ST, IL6ST-DT, ANKRD55, LINC01948, C5orf67, LOC105378979, MAP3K1, SETD9, MIER3, GPBP1, RMEL3, ACTBL2, LNCBRM, LOC101928505, LINC02225, LINC02101, PLK2, GAPT, MIR548AE2, LINC02108, RAB3C, PDE4D, MIR582, PART1, DEPDC1B, ELOVL7, ERCC8, ERCC8-AS1, NDUFAF2, SMIM15, SMIM15-AS1, LINC02057, ZSWIM6, LOC105378997, LINC03122, LOC101928651, LINC03123	21	MTREX (618122), PLPP1 (607124), SLC38A9 (616203), DDX4 (605281), IL31RA (609510), IL6ST (600694), ANKRD55 (615189), MAP3K1 (600982), MIER3 (620100), GPBP1 (608412), ACTBL2 (614835), PLK2 (607023), GAPT (620440), RAB3C (612829), PDE4D (600129), PART1 (604991), DEPDC1B (616073), ELOVL7 (614451), ERCC8 (609412), NDUFAF2 (609653), ZSWIM6 (615951)		CytoRegions Not Set			arr[GRCh37] 5q11.2q12.1(54,666,993_61,334,307)x2~3		false
