"","Chromosome","Start","End","Feature","205125590013_R05C01","205128000013_R03C01","205128000076_R04C01","205240110044_R02C01","205240110063_R03C01"
"chr1-0048","chr1",4200001,4275000,"chr1-0048",0.13,-0.043,0.03,-0.018,0.004
"chr1-0049","chr1",4275001,4425000,"chr1-0049",-0.203,-0.184,-0.168,-0.262,-0.156
"chr1-0050","chr1",4425001,4575000,"chr1-0050",0.014,-0.04,-0.059,-0.057,-0.179
"chr1-0051","chr1",4575001,4650000,"chr1-0051",-0.069,0.043,-0.083,0.037,-0.028
"chr1-0052","chr1",4650001,4725000,"chr1-0052",-0.046,-0.027,0.011,-0.008,-0.172
"chr1-0053","chr1",4725001,4800000,"chr1-0053",0.039,-0.087,-0.007,-0.074,-0.185
"chr1-0054","chr1",4800001,4875000,"chr1-0054",-0.064,-0.117,-0.185,-0.108,-0.177
"chr1-0055","chr1",4875001,5175000,"chr1-0055",-0.169,-0.189,-0.184,-0.162,-0.409
"chr1-0056","chr1",5175001,5475000,"chr1-0056",0.09,-0.03,0.021,0.065,0.106
"chr1-0057","chr1",5475001,5550000,"chr1-0057",-0.032,-0.071,-0.082,-0.081,-0.173
"chr1-0058","chr1",5550001,5700000,"chr1-0058",-0.04,-0.045,-0.078,-0.049,-0.13
"chr1-0059","chr1",5700001,5775000,"chr1-0059",-0.003,0.023,-0.041,0.009,0.018
"chr1-0060","chr1",5775001,5850000,"chr1-0060",0.028,-0.113,-0.074,-0.14,-0.188
"chr1-0061","chr1",5850001,5925000,"chr1-0061",0.052,-0.127,0.038,-0.092,-0.21
"chr1-0062","chr1",5925001,6000000,"chr1-0062",0.057,-0.022,0.014,0.003,-0.037
"chr1-0063","chr1",6000001,6075000,"chr1-0063",0.068,0.06,0.121,0.048,-0.019
"chr1-0064","chr1",6075001,6150000,"chr1-0064",0.07,-0.059,0.032,-0.05,-0.117
"chr1-0065","chr1",6150001,6225000,"chr1-0065",0.086,0.007,0.093,-0.034,-0.14
"chr1-0066","chr1",6225001,6300000,"chr1-0066",-0.001,0.019,0.119,0.052,-0.069
"chr1-0067","chr1",6300001,6375000,"chr1-0067",0.085,-0.017,0.123,0.005,-0.063
"chr1-0068","chr1",6375001,6450000,"chr1-0068",0.085,-0.077,0.039,-0.01,-0.03
"chr1-0069","chr1",6450001,6525000,"chr1-0069",0.074,0.075,0.187,0.11,0.068
"chr1-0070","chr1",6525001,6600000,"chr1-0070",0.092,-0.003,0.157,0.027,-0.013
"chr1-0071","chr1",6600001,6675000,"chr1-0071",0.076,0.021,0.142,0.087,0.109
"chr1-0072","chr1",6675001,6750000,"chr1-0072",0.08,0.068,0.162,0.102,0.067
"chr1-0073","chr1",6750001,6825000,"chr1-0073",0.09,0.072,0.17,0.186,0.278
"chr1-0074","chr1",6825001,6900000,"chr1-0074",0.082,0.075,0.258,0.198,0.263
"chr1-0075","chr1",6900001,6975000,"chr1-0075",0.001,0.062,0.109,0.142,0.192
"chr1-0076","chr1",6975001,7050000,"chr1-0076",0.101,0.017,-0.021,-0.024,-0.039
"chr1-0077","chr1",7050001,7125000,"chr1-0077",0.034,-0.038,-0.048,0.009,-0.088
"chr1-0078","chr1",7125001,7200000,"chr1-0078",0.009,-0.058,-0.04,0.001,-0.024
"chr1-0079","chr1",7200001,7275000,"chr1-0079",-0.065,-0.063,-0.165,-0.056,-0.092
"chr1-0080","chr1",7275001,7350000,"chr1-0080",-0.032,-0.037,-0.035,0.134,0.145
"chr1-0081","chr1",7350001,7425000,"chr1-0081",-0.04,-0.18,-0.105,-0.118,-0.161
"chr1-0082","chr1",7425001,7500000,"chr1-0082",0.082,-0.176,0.038,-0.084,-0.191
"chr1-0083","chr1",7500001,7575000,"chr1-0083",0.003,-0.124,-0.052,-0.1,-0.216
"chr1-0084","chr1",7575001,7650000,"chr1-0084",-0.01,-0.122,-0.003,-0.077,-0.137
"chr1-0085","chr1",7650001,7725000,"chr1-0085",0.035,-0.07,0.001,-0.055,-0.126
"chr1-0086","chr1",7725001,7800000,"chr1-0086",0.031,-0.009,0.069,0.036,-0.002
"chr1-0087","chr1",7800001,7875000,"chr1-0087",0.038,0.124,0.155,0.089,0.173
"chr1-0088","chr1",7875001,7950000,"chr1-0088",0.12,0.099,0.134,0.176,0.371
"chr1-0089","chr1",7950001,8025000,"chr1-0089",0.044,0.059,0.098,0.113,0.188
"chr1-0090","chr1",8025001,8100000,"chr1-0090",0.097,0.129,0.109,0.157,0.17
"chr1-0091","chr1",8100001,8175000,"chr1-0091",0.032,0.105,0.052,0.217,0.223
"chr1-0092","chr1",8175001,8250000,"chr1-0092",0.099,0.074,0.132,0.165,0.231
"chr1-0093","chr1",8250001,8325000,"chr1-0093",0.126,0.099,0.124,0.196,0.268
"chr1-0094","chr1",8325001,8400000,"chr1-0094",0.059,0.069,0.093,0.069,0.052
"chr1-0095","chr1",8400001,8475000,"chr1-0095",0.086,-0.022,0.05,0.014,-0.078
"chr1-0096","chr1",8475001,8550000,"chr1-0096",0.042,0.046,0.021,0.092,0.091
"chr1-0097","chr1",8550001,8625000,"chr1-0097",0.148,0.213,0.161,0.211,0.273
"chr1-0098","chr1",8625001,8700000,"chr1-0098",0.008,0.181,0.094,0.194,0.281
"chr1-0099","chr1",8700001,8775000,"chr1-0099",0.041,0.087,0.1,0.165,0.23
"chr1-0100","chr1",8775001,8850000,"chr1-0100",0.005,0.124,-0.04,0.071,0.24
"chr1-0101","chr1",8850001,8925000,"chr1-0101",0.057,0.068,0.14,0.232,0.343
"chr1-0102","chr1",8925001,9000000,"chr1-0102",0.06,0.043,0.173,0.142,0.136
"chr1-0103","chr1",9000001,9075000,"chr1-0103",0.106,0.043,0.094,0.139,0.197
"chr1-0104","chr1",9075001,9150000,"chr1-0104",0.034,-0.001,0.109,0.108,0.103
"chr1-0105","chr1",9150001,9225000,"chr1-0105",0.159,0.067,0.194,0.196,0.152
"chr1-0106","chr1",9225001,9300000,"chr1-0106",-0.006,0.003,0.044,0.01,-0.005
"chr1-0107","chr1",9300001,9375000,"chr1-0107",0.087,0.04,0.126,0.094,0.07
"chr1-0108","chr1",9375001,9450000,"chr1-0108",0.113,-0.052,0.06,-0.039,-0.069
"chr1-0109","chr1",9450001,9525000,"chr1-0109",-0.04,-0.134,-0.05,-0.037,-0.102
"chr1-0110","chr1",9525001,9600000,"chr1-0110",0.011,0.053,0.113,0.087,0.094
"chr1-0111","chr1",9600001,9675000,"chr1-0111",0.071,0.023,0.081,0.074,-0.024
"chr1-0112","chr1",9675001,9750000,"chr1-0112",0.076,0.014,0.166,0.179,0.087
"chr1-0113","chr1",9750001,9825000,"chr1-0113",0.11,0.093,0.129,0.137,0.056
"chr1-0114","chr1",9825001,9900000,"chr1-0114",0.072,0.076,0.161,0.122,0.173
"chr1-0115","chr1",9900001,9975000,"chr1-0115",0.105,0.063,0.102,0.076,0.088
"chr1-0116","chr1",9975001,10050000,"chr1-0116",0.027,-0.126,0.007,-0.058,0.056
"chr1-0117","chr1",10050001,10125000,"chr1-0117",0.09,0.162,0.156,0.147,0.274
"chr1-0118","chr1",10125001,10275000,"chr1-0118",0.189,0.137,0.16,0.214,0.241
"chr1-0119","chr1",10275001,10350000,"chr1-0119",0.085,0.134,0.144,0.213,0.563
"chr1-0120","chr1",10350001,10425000,"chr1-0120",0.085,0.165,0.102,0.239,0.273
"chr1-0121","chr1",10425001,10500000,"chr1-0121",0.056,0.039,0.174,0.092,0.085
"chr1-0122","chr1",10500001,10575000,"chr1-0122",0.006,0.029,0.009,0.051,0.017
"chr1-0123","chr1",10575001,10650000,"chr1-0123",0.174,0.216,0.126,0.217,0.256
"chr1-0124","chr1",10650001,10725000,"chr1-0124",0.137,0.125,0.179,0.092,-0.007
"chr1-0125","chr1",10725001,10800000,"chr1-0125",0.091,-0.038,0.004,-0.013,-0.117
"chr1-0126","chr1",10800001,10875000,"chr1-0126",0.071,0.017,0.066,0.069,0.001
"chr1-0127","chr1",10875001,10950000,"chr1-0127",0.088,0.022,0.096,0.025,-0.054
"chr1-0128","chr1",10950001,11025000,"chr1-0128",0.134,-0.012,0.077,0.034,0.032
"chr1-0129","chr1",11025001,11100000,"chr1-0129",-0.009,-0.032,0.089,0.048,0.07
"chr1-0130","chr1",11100001,11175000,"chr1-0130",0.062,0.03,0.12,0.101,0.126
"chr1-0131","chr1",11175001,11250000,"chr1-0131",0.014,0.018,-0.06,0.033,0.064
"chr1-0132","chr1",11250001,11325000,"chr1-0132",0.081,-0.038,0.131,0.056,0.174
"chr1-0133","chr1",11325001,11400000,"chr1-0133",0.061,-0.037,0.088,0.057,0.04
"chr1-0134","chr1",11400001,11475000,"chr1-0134",0.037,-0.081,0.017,-0.018,0.073
"chr1-0135","chr1",11475001,11550000,"chr1-0135",0.049,-0.041,0.035,-0.05,-0.07
"chr1-0136","chr1",11550001,11625000,"chr1-0136",0.031,-0.04,0.031,-0.027,-0.22
"chr1-0137","chr1",11625001,11700000,"chr1-0137",-0.028,-0.094,-0.085,-0.113,-0.111
"chr1-0138","chr1",11700001,11775000,"chr1-0138",0.117,0.018,0.183,0.087,0.04
"chr1-0139","chr1",11775001,11850000,"chr1-0139",0.022,-0.045,0.063,-0.003,-0.097
"chr1-0140","chr1",11850001,11925000,"chr1-0140",0.035,-0.009,0.063,0.017,-0.03
"chr1-0141","chr1",11925001,12000000,"chr1-0141",0.125,0.087,0.178,0.178,0.237
"chr1-0142","chr1",12000001,12075000,"chr1-0142",0.066,0.048,0.062,0.069,0.051
"chr1-0143","chr1",12075001,12150000,"chr1-0143",0.155,0.073,0.177,0.172,0.129
"chr1-0144","chr1",12150001,12225000,"chr1-0144",0.091,-0.033,0.072,0.117,0.064
"chr1-0145","chr1",12225001,12300000,"chr1-0145",0.099,-0.007,0.138,0.069,0.05
"chr1-0146","chr1",12300001,12450000,"chr1-0146",0.043,0.103,0.012,0.11,0.196
"chr1-0147","chr1",12450001,12525000,"chr1-0147",-0.014,0.054,0.007,0.027,0.138
"chr1-0148","chr1",12525001,12600000,"chr1-0148",0.01,-0.04,-0.068,-0.094,-0.132
"chr1-0149","chr1",12600001,12675000,"chr1-0149",0.059,-0.031,0.045,0.009,-0.006
"chr1-0150","chr1",12675001,12750000,"chr1-0150",0.027,-0.023,0.015,0.027,0.045
"chr1-0151","chr1",12750001,12825000,"chr1-0151",-0.042,-0.069,0.021,0.047,0.144
"chr1-0152","chr1",12825001,12900000,"chr1-0152",-0.286,-0.001,0.007,-0.128,-0.026
"chr1-0153","chr1",12900001,13052998,"chr1-0153",-0.294,0.107,0.04,0.057,-0.12
"chr1-0154","chr1",13607163,13875000,"chr1-0154",-0.019,-0.035,0.047,-0.027,-0.145
"chr1-0155","chr1",13875001,13950000,"chr1-0155",-0.017,-0.02,0.014,-0.031,-0.035
"chr1-0156","chr1",13950001,14025000,"chr1-0156",-0.188,-0.003,-0.022,0.028,0.05
"chr1-0157","chr1",14025001,14100000,"chr1-0157",-0.003,0.082,-0.027,0.073,0.161
"chr1-0158","chr1",14100001,14175000,"chr1-0158",0.029,-0.024,0.006,0.037,-0.023
"chr1-0159","chr1",14175001,14250000,"chr1-0159",-0.083,-0.085,0.014,0.038,0.007
"chr1-0160","chr1",14250001,14400000,"chr1-0160",-0.06,-0.092,-0.154,0.057,0.047
"chr1-0161","chr1",14400001,14625000,"chr1-0161",-0.218,-0.131,-0.251,-0.231,-0.316
"chr1-0162","chr1",14625001,14850000,"chr1-0162",-0.128,-0.057,-0.116,-0.067,-0.099
"chr1-0163","chr1",14850001,14925000,"chr1-0163",-0.15,-0.164,-0.239,-0.123,-0.118
"chr1-0164","chr1",14925001,15000000,"chr1-0164",0.043,0.107,0.133,0.188,0.127
"chr1-0165","chr1",15000001,15075000,"chr1-0165",-0.007,0.025,0.01,0.118,0.178
"chr1-0166","chr1",15075001,15150000,"chr1-0166",-0.057,-0.105,-0.056,-0.125,-0.094
"chr1-0167","chr1",15150001,15225000,"chr1-0167",0.03,-0.045,-0.148,-0.062,-0.123
"chr1-0168","chr1",15225001,15300000,"chr1-0168",0.039,-0.063,-0.011,0.013,0.034
"chr1-0169","chr1",15300001,15375000,"chr1-0169",-0.009,-0.037,0.035,-0.052,-0.116
"chr1-0170","chr1",15375001,15450000,"chr1-0170",-0.046,-0.055,-0.057,-0.039,-0.096
"chr1-0171","chr1",15450001,15525000,"chr1-0171",0.005,-0.091,0.064,0.015,-0.155
"chr1-0172","chr1",15525001,15600000,"chr1-0172",0.057,0.054,0.015,0.119,0.038
"chr1-0173","chr1",15600001,15675000,"chr1-0173",-0.018,-0.001,-0.065,0.051,0.065
"chr1-0174","chr1",15675001,15750000,"chr1-0174",0.019,-0.007,0.053,0.055,0.014
"chr1-0175","chr1",15750001,15825000,"chr1-0175",0.055,0.023,0.115,0.128,0.191
"chr1-0176","chr1",15825001,15900000,"chr1-0176",0.155,0.173,0.156,0.222,0.211
"chr1-0177","chr1",15900001,15975000,"chr1-0177",0.035,0.08,0.109,0.072,0.099
"chr1-0178","chr1",15975001,16050000,"chr1-0178",0.102,0.131,0.167,0.231,0.278
"chr1-0179","chr1",16050001,16125000,"chr1-0179",0.119,0.076,0.156,0.092,-0.005
"chr1-0180","chr1",16125001,16200000,"chr1-0180",0.122,0.102,0.181,0.157,0.153
"chr1-0181","chr1",16200001,16275000,"chr1-0181",0.122,0.083,0.114,0.097,0.076
"chr1-0182","chr1",16275001,16350000,"chr1-0182",0.061,-0.041,0.059,-0.058,-0.195
"chr1-0183","chr1",16350001,16425000,"chr1-0183",0.057,-0.083,0.037,-0.063,-0.087
"chr1-0184","chr1",16425001,16500000,"chr1-0184",0.079,-0.032,0.11,0.002,-0.077
"chr1-0185","chr1",16500001,16575000,"chr1-0185",0.055,-0.023,0.083,-0.015,-0.029
"chr1-0186","chr1",16575001,16650000,"chr1-0186",-0.06,0.083,-0.02,0.091,0.184
"chr1-0187","chr1",16650001,16725000,"chr1-0187",0.016,0.063,0.112,0.109,0.088
"chr1-0188","chr1",16725001,16800000,"chr1-0188",0.167,0.018,0.198,0.14,0.133
"chr1-0189","chr1",16800001,16875000,"chr1-0189",0.085,0.043,0.085,-0.017,0.048
"chr1-0190","chr1",16875001,16950000,"chr1-0190",0.167,0.148,0.168,0.047,0.267
"chr1-0191","chr1",16950001,17025000,"chr1-0191",0.108,0.103,0.077,0.085,0.166
"chr1-0192","chr1",17025001,17125658,"chr1-0192",0.043,0.097,0.118,0.089,0.048
"chr1-0193","chr1",17175659,17250000,"chr1-0193",0.069,0.12,0.122,-0.145,-0.028
"chr1-0194","chr1",17250001,17325000,"chr1-0194",0.135,0.08,0.179,0.063,0.03
"chr1-0195","chr1",17325001,17400000,"chr1-0195",0.027,0.051,0.114,0.045,0.044
"chr1-0196","chr1",17400001,17475000,"chr1-0196",0.019,-0.062,0.016,-0.042,-0.006
"chr1-0197","chr1",17475001,17550000,"chr1-0197",-0.027,-0.074,-0.035,-0.134,-0.1
"chr1-0198","chr1",17550001,17625000,"chr1-0198",0.065,-0.152,-0.016,-0.067,-0.145
"chr1-0199","chr1",17625001,17700000,"chr1-0199",0.008,-0.141,-0.056,-0.062,-0.102
"chr1-0200","chr1",17700001,17775000,"chr1-0200",0.054,0.035,0.073,0.079,0.03
"chr1-0201","chr1",17775001,17850000,"chr1-0201",0.071,-0.042,0.055,0.089,0.122
"chr1-0202","chr1",17850001,17925000,"chr1-0202",0.072,-0.074,0.003,-0.014,-0.062
"chr1-0203","chr1",17925001,18000000,"chr1-0203",0.008,-0.097,-0.045,-0.086,-0.212
"chr1-0204","chr1",18000001,18075000,"chr1-0204",0.032,-0.067,-0.028,-0.002,-0.061
"chr1-0205","chr1",18075001,18150000,"chr1-0205",0.059,-0.003,-0.081,0.015,-0.106
"chr1-0206","chr1",18150001,18225000,"chr1-0206",-0.038,-0.071,-0.125,-0.043,-0.055
"chr1-0207","chr1",18225001,18375000,"chr1-0207",-0.165,-0.123,-0.126,-0.112,-0.103
"chr1-0208","chr1",18375001,18450000,"chr1-0208",-0.047,-0.036,0.001,-0.072,-0.09
"chr1-0209","chr1",18450001,18600000,"chr1-0209",-0.115,-0.26,-0.188,-0.186,-0.333
"chr1-0210","chr1",18600001,18675000,"chr1-0210",-0.083,-0.183,-0.142,-0.125,-0.246
"chr1-0211","chr1",18675001,18750000,"chr1-0211",-0.075,-0.097,-0.101,-0.116,-0.127
"chr1-0212","chr1",18750001,18825000,"chr1-0212",-0.001,-0.099,-0.004,-0.076,-0.132
"chr1-0213","chr1",18825001,18900000,"chr1-0213",-0.028,-0.154,-0.042,-0.149,-0.134
"chr1-0214","chr1",18900001,18975000,"chr1-0214",-0.03,-0.094,-0.029,-0.065,-0.138
"chr1-0215","chr1",18975001,19050000,"chr1-0215",0.009,-0.061,-0.005,-0.039,-0.047
"chr1-0216","chr1",19050001,19125000,"chr1-0216",0.033,-0.103,-0.026,-0.01,-0.152
"chr1-0217","chr1",19125001,19200000,"chr1-0217",0.001,-0.111,0.042,0.019,0.004
"chr1-0218","chr1",19200001,19275000,"chr1-0218",-0.028,-0.105,-0.011,-0.096,-0.196
"chr1-0219","chr1",19275001,19350000,"chr1-0219",0.127,0.127,0.18,0.153,0.081
"chr1-0220","chr1",19350001,19425000,"chr1-0220",0.004,-0.065,-0.058,-0.051,-0.048
"chr1-0221","chr1",19425001,19500000,"chr1-0221",0.043,0.064,0.011,0.077,0.108
"chr1-0222","chr1",19500001,19575000,"chr1-0222",-0.016,0.034,0.003,-0.005,0.03
"chr1-0223","chr1",19575001,19650000,"chr1-0223",0.031,0.048,0.068,-0.031,0.08
"chr1-0224","chr1",19650001,19725000,"chr1-0224",0.111,0.027,0.076,0.106,0.032
"chr1-0225","chr1",19725001,19800000,"chr1-0225",0.075,0.094,0.079,0.099,0.186
"chr1-0226","chr1",19800001,19875000,"chr1-0226",0.005,0.085,0.135,0.083,0.034
"chr1-0227","chr1",19875001,19950000,"chr1-0227",0.024,0.042,0.08,0.057,0.107
"chr1-0228","chr1",19950001,20025000,"chr1-0228",0.115,0.039,0.173,0.148,0.117
"chr1-0229","chr1",20025001,20100000,"chr1-0229",0.016,-0.072,-0.008,0.002,0.008
"chr1-0230","chr1",20100001,20175000,"chr1-0230",0.096,0.089,0.095,0.132,0.15
"chr1-0231","chr1",20175001,20250000,"chr1-0231",-0.002,-0.019,0.094,0.061,0.103
"chr1-0232","chr1",20250001,20325000,"chr1-0232",-0.097,-0.058,-0.14,-0.084,-0.084
"chr1-0233","chr1",20325001,20400000,"chr1-0233",-0.005,-0.095,0.01,0.059,0.162
"chr1-0234","chr1",20400001,20475000,"chr1-0234",-0.006,-0.146,-0.02,-0.02,-0.043
"chr1-0235","chr1",20475001,20550000,"chr1-0235",-0.01,-0.086,0.055,-0.011,-0.002
"chr1-0236","chr1",20550001,20625000,"chr1-0236",0.013,0.005,0.027,-0.047,-0.007
"chr1-0237","chr1",20625001,20700000,"chr1-0237",0.054,-0.009,0.034,0.085,0.075
"chr1-0238","chr1",20700001,20775000,"chr1-0238",-0.026,-0.054,-0.05,-0.015,-0.081
"chr1-0239","chr1",20775001,20850000,"chr1-0239",-0.031,-0.04,0.082,-0.009,-0.015
"chr1-0240","chr1",20850001,20925000,"chr1-0240",0.036,-0.033,0.063,0.008,0.079
"chr1-0241","chr1",20925001,21000000,"chr1-0241",0.006,-0.003,0.04,-0.023,0.008
"chr1-0242","chr1",21000001,21075000,"chr1-0242",0.115,-0.022,0.145,0.018,-0.003
"chr1-0243","chr1",21075001,21150000,"chr1-0243",0.057,0.183,0.218,0.34,0.337
"chr1-0244","chr1",21150001,21375000,"chr1-0244",0.209,0.275,0.24,0.368,0.485
"chr1-0245","chr1",21375001,21450000,"chr1-0245",0.122,0.187,0.213,0.368,0.524
"chr1-0246","chr1",21450001,21525000,"chr1-0246",0.051,0.097,0.239,0.125,0.083
"chr1-0247","chr1",21525001,21600000,"chr1-0247",-0.003,-0.082,-0.03,-0.018,-0.028
"chr1-0248","chr1",21600001,21675000,"chr1-0248",0.015,-0.036,0.02,-0.021,-0.104
"chr1-0249","chr1",21675001,21750000,"chr1-0249",-0.034,-0.03,-0.004,-0.028,-0.042
"chr1-0250","chr1",21750001,21825000,"chr1-0250",0.014,0.038,0.087,0.034,-0.023
"chr1-0251","chr1",21825001,21900000,"chr1-0251",0.021,-0.021,0.019,0.01,0.064
"chr1-0252","chr1",21900001,21975000,"chr1-0252",0.053,-0.06,0.054,-0.01,-0.117
"chr1-0253","chr1",21975001,22050000,"chr1-0253",0.069,-0.027,0.125,0.062,0.021
"chr1-0254","chr1",22050001,22125000,"chr1-0254",0.116,0.074,0.192,0.163,0.251
"chr1-0255","chr1",22125001,22200000,"chr1-0255",0.075,0.032,0.117,0.089,0.03
"chr1-0256","chr1",22200001,22275000,"chr1-0256",0.097,-0.018,0.112,0.017,-0.021
"chr1-0257","chr1",22275001,22350000,"chr1-0257",0.124,0.04,0.14,0.125,0.146
"chr1-0258","chr1",22350001,22425000,"chr1-0258",0.048,0.042,0.154,0.129,0.263
"chr1-0259","chr1",22425001,22500000,"chr1-0259",0.011,-0.048,0.006,-0.028,-0.097
"chr1-0260","chr1",22500001,22575000,"chr1-0260",0.079,-0.086,0.018,0.029,-0.051
"chr1-0261","chr1",22575001,22650000,"chr1-0261",-0.015,-0.079,-0.095,-0.072,-0.08
"chr1-0262","chr1",22650001,22725000,"chr1-0262",-0.04,-0.109,-0.082,-0.101,-0.156
"chr1-0263","chr1",22725001,22800000,"chr1-0263",0.029,0.039,0.026,0.101,0.115
"chr1-0264","chr1",22800001,22875000,"chr1-0264",-0.006,-0.043,-0.051,-0.071,-0.049
"chr1-0265","chr1",22875001,22950000,"chr1-0265",0.132,0.058,0.122,0.086,0.006
"chr1-0266","chr1",22950001,23025000,"chr1-0266",-0.018,-0.09,-0.033,-0.035,-0.089
"chr1-0267","chr1",23025001,23100000,"chr1-0267",0.004,-0.06,0.058,0.009,-0.049
"chr1-0268","chr1",23100001,23175000,"chr1-0268",-0.085,-0.103,-0.109,-0.14,-0.167
"chr1-0269","chr1",23175001,23250000,"chr1-0269",-0.008,-0.09,-0.023,-0.127,-0.165
"chr1-0270","chr1",23250001,23325000,"chr1-0270",0.056,0.033,0.056,0.045,0.152
"chr1-0271","chr1",23325001,23400000,"chr1-0271",-0.005,0.009,0.098,0.09,0.198
"chr1-0272","chr1",23400001,23475000,"chr1-0272",0.009,0.041,-0.016,0.063,0.099
"chr1-0273","chr1",23475001,23550000,"chr1-0273",0.041,0.055,0.133,0.125,0.176
"chr1-0274","chr1",23550001,23700000,"chr1-0274",-0.004,-0.002,-0.025,-0.034,-0.035
"chr1-0275","chr1",23700001,23775000,"chr1-0275",0.056,0.036,0.168,0.11,0.124
"chr1-0276","chr1",23775001,23850000,"chr1-0276",0.044,0.047,0.048,0.093,0.172
"chr1-0277","chr1",23850001,23925000,"chr1-0277",0.027,0.014,0.07,0,0.021
"chr1-0278","chr1",23925001,24000000,"chr1-0278",-0.005,-0.006,0.081,0.059,0.151
