SegmentID	Chromosome	StartPosition	StopPosition	MarkerCount	Type	State	Median Log2 Ratio	Median BAF	% Aberr. Cells	TuScan Ploidy	FileName
12	5	38139	46401271	3231	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
13	5	49441966	68828372	1383	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
14	5	70306678	180698312	7721	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
15	6	204909	58770502	3830	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
16	6	61886393	170913051	7632	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
17	7	41421	55088415	4131	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
18	7	55089139	58011645	344	LOH	1	-	-	homogeneous	2	STT10090.OSCHP
19	7	61064518	159118443	7442	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
20	8	172417	7004147	1044	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
21	8	8094763	43751375	2811	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
22	8	46896972	146292734	8062	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
23	9	204738	39184065	3213	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
24	9	44098813	44893094	4	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
25	9	68170421	68170421	1	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
26	9	70984372	141054761	5300	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
27	10	126070	39146676	2836	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
28	10	42413322	135434303	6838	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
29	11	192764	51575951	3654	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
30	11	54795357	134938847	6209	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
31	12	189400	34828211	2848	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
32	12	37927248	110127414	5753	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
33	12	110152829	113215255	264	LOH	1	-	-	homogeneous	2	STT10090.OSCHP
34	12	113229721	133818115	1460	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
35	13	19084823	115103150	7910	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
36	14	20219083	107282024	6748	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
37	15	20161372	20212798	6	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
38	15	22752399	102397317	5981	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
39	16	83887	31558110	2332	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
40	16	31566029	35271725	125	LOH	1	-	-	homogeneous	2	STT10090.OSCHP
41	16	46461309	90158005	3316	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
42	17	400959	22217883	1728	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
43	17	25326941	80263427	4626	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
44	18	12842	15377471	1070	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
45	18	18554307	78007784	4505	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
46	19	247232	24544320	2106	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
47	19	27754573	59093239	2665	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
48	20	69094	26309255	2580	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
49	20	29519156	62912463	2491	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
50	21	9648315	10964139	8	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
51	21	14344537	48097610	2335	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
52	22	16054713	51213826	2714	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
53	24	177942	58412929	4178	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
54	24	61732394	71516320	915	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
55	24	71523650	76707750	343	LOH	1	-	-	homogeneous	2	STT10090.OSCHP
56	24	76709128	155219364	5574	LOH	0	-	-	homogeneous	2	STT10090.OSCHP
