SegmentID	Chromosome	StartPosition	StopPosition	MarkerCount	Type	State	Median Log2 Ratio	Median BAF	% Aberr. Cells	TuScan Ploidy	FileName
101	6	78826454	79109701	19	TotalCN	1.67	-0.269	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
102	6	79128195	79692751	37	TotalCN	1.33	-0.406	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
103	6	79708000	79989928	19	TotalCN	1.67	-0.331	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
104	6	80012425	86114837	442	TotalCN	1.33	-0.359	0.486	NA	NA	Recentered_STT9328.RC.OSCHP
105	6	86117177	90049407	274	TotalCN	1.67	-0.317	0.485	NA	NA	Recentered_STT9328.RC.OSCHP
106	6	90052758	90102870	21	TotalCN	1.33	-0.47	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
107	6	90104117	93945160	285	TotalCN	1.67	-0.294	0.483	NA	NA	Recentered_STT9328.RC.OSCHP
108	6	93956769	94089874	27	TotalCN	1.33	-0.543	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
109	6	94097796	97095140	199	TotalCN	1.67	-0.33	0.489	NA	NA	Recentered_STT9328.RC.OSCHP
110	6	97115959	165496918	5305	TotalCN	1.33	-0.361	0.487	NA	NA	Recentered_STT9328.RC.OSCHP
111	6	165522753	170913051	384	TotalCN	1.67	-0.331	0.486	NA	NA	Recentered_STT9328.RC.OSCHP
112	7	41421	54717529	4109	TotalCN	1	-0.936	0.194	NA	NA	Recentered_STT9328.RC.OSCHP
113	7	54724327	116424345	4453	TotalCN	1.33	-0.369	0.486	NA	NA	Recentered_STT9328.RC.OSCHP
114	7	116425926	116438511	18	TotalCN	2	-0.173	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
115	7	116438654	141672705	2070	TotalCN	1.33	-0.371	0.486	NA	NA	Recentered_STT9328.RC.OSCHP
116	7	141686694	159118443	1325	TotalCN	1	-0.642	0.36	NA	NA	Recentered_STT9328.RC.OSCHP
117	8	172417	2837777	229	TotalCN	1.67	-0.305	0.484	NA	NA	Recentered_STT9328.RC.OSCHP
118	8	2838641	3134898	250	TotalCN	1.33	-0.42	0.476	NA	NA	Recentered_STT9328.RC.OSCHP
119	8	3135135	3159349	19	TotalCN	2	-0.178	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
120	8	3159561	3486575	191	TotalCN	1.33	-0.386	0.484	NA	NA	Recentered_STT9328.RC.OSCHP
121	8	3511245	3576390	19	TotalCN	1	-0.625	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
122	8	3577925	9082249	418	TotalCN	1.33	-0.39	0.484	NA	NA	Recentered_STT9328.RC.OSCHP
123	8	9104831	13451989	272	TotalCN	1.67	-0.313	0.485	NA	NA	Recentered_STT9328.RC.OSCHP
124	8	13474335	14732313	83	TotalCN	1.33	-0.483	0.485	NA	NA	Recentered_STT9328.RC.OSCHP
125	8	14737262	15012064	20	TotalCN	1.67	-0.317	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
126	8	15037002	18645147	422	TotalCN	1.33	-0.379	0.487	NA	NA	Recentered_STT9328.RC.OSCHP
127	8	18647701	22108347	248	TotalCN	1.67	-0.289	0.486	NA	NA	Recentered_STT9328.RC.OSCHP
128	8	22113565	37667018	1176	TotalCN	1.33	-0.359	0.488	NA	NA	Recentered_STT9328.RC.OSCHP
129	8	37673542	37956179	19	TotalCN	2	-0.206	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
130	8	37971658	46923445	504	TotalCN	1.33	-0.405	0.487	NA	NA	Recentered_STT9328.RC.OSCHP
131	8	46939160	81213670	2587	TotalCN	2	-0.002	0.378	NA	NA	Recentered_STT9328.RC.OSCHP
132	8	81233967	81614546	27	TotalCN	1	-0.828	0.166	NA	NA	Recentered_STT9328.RC.OSCHP
133	8	81634963	144544195	5318	TotalCN	2	-0.011	0.376	NA	NA	Recentered_STT9328.RC.OSCHP
134	8	144560049	146292734	147	TotalCN	1.67	-0.109	0.361	NA	NA	Recentered_STT9328.RC.OSCHP
135	9	204738	68170421	3223	TotalCN	1	-0.974	0.192	NA	NA	Recentered_STT9328.RC.OSCHP
136	9	70984372	98220447	2067	TotalCN	3	0.483	0.268	NA	NA	Recentered_STT9328.RC.OSCHP
137	9	98226395	98726995	41	TotalCN	1	-0.945	0.187	NA	NA	Recentered_STT9328.RC.OSCHP
138	9	98746813	107807159	632	TotalCN	1.33	-0.385	0.483	NA	NA	Recentered_STT9328.RC.OSCHP
139	9	107833736	112879762	350	TotalCN	1.67	-0.324	0.488	NA	NA	Recentered_STT9328.RC.OSCHP
140	9	112888255	115385360	172	TotalCN	1.33	-0.396	0.484	NA	NA	Recentered_STT9328.RC.OSCHP
141	9	115404641	117845403	163	TotalCN	1.67	-0.322	0.488	NA	NA	Recentered_STT9328.RC.OSCHP
142	9	117860951	128463788	853	TotalCN	1.33	-0.371	0.485	NA	NA	Recentered_STT9328.RC.OSCHP
143	9	128466312	139403877	854	TotalCN	1.67	-0.257	0.489	NA	NA	Recentered_STT9328.RC.OSCHP
144	9	139404895	141054761	176	TotalCN	1.33	-0.397	0.484	NA	NA	Recentered_STT9328.RC.OSCHP
145	10	126070	135434303	9695	TotalCN	1.33	-0.401	0.485	NA	NA	Recentered_STT9328.RC.OSCHP
146	11	192764	10805872	842	TotalCN	1	-0.94	0.201	NA	NA	Recentered_STT9328.RC.OSCHP
147	11	10821055	25295407	1027	TotalCN	2	0.017	0.384	NA	NA	Recentered_STT9328.RC.OSCHP
148	11	25315043	28225945	197	TotalCN	1.33	-0.356	0.487	NA	NA	Recentered_STT9328.RC.OSCHP
149	11	28247769	29083147	57	TotalCN	1	-0.823	0.187	NA	NA	Recentered_STT9328.RC.OSCHP
150	11	29106959	37509065	606	TotalCN	1.67	-0.327	0.488	NA	NA	Recentered_STT9328.RC.OSCHP
151	11	37532517	38889639	92	TotalCN	1.33	-0.403	0.487	NA	NA	Recentered_STT9328.RC.OSCHP
152	11	38914113	46379442	531	TotalCN	1.67	-0.308	0.486	NA	NA	Recentered_STT9328.RC.OSCHP
153	11	46391218	47081732	47	TotalCN	1.33	-0.343	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
154	11	47098445	47251199	18	TotalCN	1.67	-0.26	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
155	11	47256165	55183671	272	TotalCN	1.33	-0.543	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
156	11	55197211	55452923	18	TotalCN	1	-0.658	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
157	11	55470003	63728923	577	TotalCN	1.33	-0.35	0.487	NA	NA	Recentered_STT9328.RC.OSCHP
158	11	63742553	64150370	50	TotalCN	1.67	-0.268	0.486	NA	NA	Recentered_STT9328.RC.OSCHP
159	11	64156585	64433078	19	TotalCN	2	-0.18	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
160	11	64450646	65733289	115	TotalCN	1.67	-0.312	0.486	NA	NA	Recentered_STT9328.RC.OSCHP
161	11	65759634	65855151	19	TotalCN	1.33	-0.338	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
162	11	65858346	79864968	1187	TotalCN	1.67	-0.301	0.487	NA	NA	Recentered_STT9328.RC.OSCHP
163	11	79879667	82270844	160	TotalCN	1.33	-0.379	0.482	NA	NA	Recentered_STT9328.RC.OSCHP
164	11	82285981	84856250	172	TotalCN	1.67	-0.289	0.485	NA	NA	Recentered_STT9328.RC.OSCHP
165	11	84877221	85367289	34	TotalCN	1	-0.847	0.205	NA	NA	Recentered_STT9328.RC.OSCHP
166	11	85379051	85652826	19	TotalCN	1.33	-0.514	0.485	NA	NA	Recentered_STT9328.RC.OSCHP
167	11	85659261	134938847	3888	TotalCN	1	-0.888	0.195	NA	NA	Recentered_STT9328.RC.OSCHP
168	12	189400	113152587	8879	TotalCN	1.33	-0.382	0.486	NA	NA	Recentered_STT9328.RC.OSCHP
169	12	113172242	133818115	1466	TotalCN	1.67	-0.331	0.486	NA	NA	Recentered_STT9328.RC.OSCHP
170	13	19084823	32768797	1068	TotalCN	1.33	-0.365	0.486	NA	NA	Recentered_STT9328.RC.OSCHP
171	13	32779977	32893344	21	TotalCN	1.67	-0.314	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
172	13	32894484	34742606	210	TotalCN	1.33	-0.364	0.483	NA	NA	Recentered_STT9328.RC.OSCHP
173	13	34760437	35019414	18	TotalCN	2	-0.209	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
174	13	35036537	40020267	386	TotalCN	1.33	-0.401	0.484	NA	NA	Recentered_STT9328.RC.OSCHP
175	13	40023910	41554693	170	TotalCN	1	-0.93	0.2	NA	NA	Recentered_STT9328.RC.OSCHP
176	13	41579938	41837220	19	TotalCN	1.33	-0.458	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
177	13	41859699	50752815	835	TotalCN	1	-0.926	0.196	NA	NA	Recentered_STT9328.RC.OSCHP
178	13	50769940	51254196	32	TotalCN	1.33	-0.364	0.491	NA	NA	Recentered_STT9328.RC.OSCHP
179	13	51270494	51554836	19	TotalCN	1	-0.756	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
180	13	51565390	53768025	142	TotalCN	1.67	-0.309	0.487	NA	NA	Recentered_STT9328.RC.OSCHP
181	13	53783355	54401345	43	TotalCN	1.33	-0.371	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
182	13	54419660	55436419	67	TotalCN	1.67	-0.319	0.484	NA	NA	Recentered_STT9328.RC.OSCHP
183	13	55441784	58599031	216	TotalCN	2	-0.048	0.384	NA	NA	Recentered_STT9328.RC.OSCHP
184	13	58615246	73758580	1033	TotalCN	1.33	-0.438	0.134	NA	NA	Recentered_STT9328.RC.OSCHP
185	13	73765600	75342712	109	TotalCN	1.67	-0.226	0.134	NA	NA	Recentered_STT9328.RC.OSCHP
186	13	75361555	98035266	1813	TotalCN	2	-0.013	0.374	NA	NA	Recentered_STT9328.RC.OSCHP
187	13	98049567	105717716	764	TotalCN	1.33	-0.371	0.131	NA	NA	Recentered_STT9328.RC.OSCHP
188	13	105732396	110512065	512	TotalCN	2	-0.007	0.375	NA	NA	Recentered_STT9328.RC.OSCHP
189	13	110515263	113019709	307	TotalCN	1.67	-0.288	0.126	NA	NA	Recentered_STT9328.RC.OSCHP
190	13	113030674	113224567	19	TotalCN	2	-0.146	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
191	13	113235062	113819513	52	TotalCN	2.67	0.275	0.365	NA	NA	Recentered_STT9328.RC.OSCHP
192	13	113824314	115103150	79	TotalCN	1.67	-0.147	0.118	NA	NA	Recentered_STT9328.RC.OSCHP
193	14	20219083	20992887	61	TotalCN	1.33	-0.406	0.484	NA	NA	Recentered_STT9328.RC.OSCHP
194	14	21010151	27584943	571	TotalCN	1.67	-0.271	0.481	NA	NA	Recentered_STT9328.RC.OSCHP
195	14	27605298	27880061	19	TotalCN	1.33	-0.48	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
196	14	27895275	31938908	270	TotalCN	1.67	-0.323	0.485	NA	NA	Recentered_STT9328.RC.OSCHP
197	14	31958761	32240738	20	TotalCN	1.33	-0.395	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
198	14	32256459	36382801	346	TotalCN	1.67	-0.316	0.484	NA	NA	Recentered_STT9328.RC.OSCHP
199	14	36409577	45914421	655	TotalCN	1.33	-0.341	0.483	NA	NA	Recentered_STT9328.RC.OSCHP
200	14	45926741	46538371	42	TotalCN	1	-0.76	0.425	NA	NA	Recentered_STT9328.RC.OSCHP
201	14	46542401	51248890	323	TotalCN	1.33	-0.34	0.483	NA	NA	Recentered_STT9328.RC.OSCHP
202	14	51253632	52204675	71	TotalCN	1.67	-0.29	0.482	NA	NA	Recentered_STT9328.RC.OSCHP
203	14	52208813	55855007	276	TotalCN	1.33	-0.36	0.484	NA	NA	Recentered_STT9328.RC.OSCHP
204	14	55861912	58411971	186	TotalCN	1.67	-0.315	0.482	NA	NA	Recentered_STT9328.RC.OSCHP
205	14	58427797	58684804	19	TotalCN	1.33	-0.416	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
206	14	58707253	66691370	634	TotalCN	1.67	-0.319	0.484	NA	NA	Recentered_STT9328.RC.OSCHP
207	14	66704454	69549762	413	TotalCN	1.33	-0.385	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
208	14	69567277	69851683	20	TotalCN	2	-0.17	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
209	14	69867080	96122408	1838	TotalCN	1.67	-0.295	0.485	NA	NA	Recentered_STT9328.RC.OSCHP
210	14	96124083	96213037	19	TotalCN	2	-0.195	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
211	14	96216242	107282024	973	TotalCN	1.67	-0.297	0.487	NA	NA	Recentered_STT9328.RC.OSCHP
212	15	20161372	35612807	799	TotalCN	1.33	-0.391	0.485	NA	NA	Recentered_STT9328.RC.OSCHP
213	15	35638505	36209869	39	TotalCN	1.67	-0.307	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
214	15	36219977	40886621	383	TotalCN	1.33	-0.391	0.486	NA	NA	Recentered_STT9328.RC.OSCHP
215	15	40889824	40960486	21	TotalCN	1.67	-0.248	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
216	15	40962200	43631356	217	TotalCN	1.33	-0.421	0.485	NA	NA	Recentered_STT9328.RC.OSCHP
217	15	43652937	48311344	320	TotalCN	1.67	-0.295	0.485	NA	NA	Recentered_STT9328.RC.OSCHP
218	15	48328908	62171479	1025	TotalCN	1.33	-0.355	0.487	NA	NA	Recentered_STT9328.RC.OSCHP
219	15	62187711	63686327	101	TotalCN	1.67	-0.327	0.48	NA	NA	Recentered_STT9328.RC.OSCHP
220	15	63705374	67066009	296	TotalCN	1.33	-0.375	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
221	15	67068752	67374111	27	TotalCN	1.67	-0.266	0.486	NA	NA	Recentered_STT9328.RC.OSCHP
222	15	67389161	77506427	767	TotalCN	1.33	-0.36	0.482	NA	NA	Recentered_STT9328.RC.OSCHP
223	15	77520997	78844356	105	TotalCN	1.67	-0.206	0.483	NA	NA	Recentered_STT9328.RC.OSCHP
224	15	78844602	78877150	19	TotalCN	1.33	-0.353	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
225	15	78878541	79373677	65	TotalCN	1.67	-0.202	0.493	NA	NA	Recentered_STT9328.RC.OSCHP
226	15	79392548	102397317	1828	TotalCN	2	-0.094	0.416	NA	NA	Recentered_STT9328.RC.OSCHP
227	16	83887	2242336	184	TotalCN	1.33	-0.409	0.487	NA	NA	Recentered_STT9328.RC.OSCHP
228	16	2248017	6203979	341	TotalCN	1.67	-0.275	0.486	NA	NA	Recentered_STT9328.RC.OSCHP
229	16	6222707	6451865	31	TotalCN	1.33	-0.368	0.485	NA	NA	Recentered_STT9328.RC.OSCHP
230	16	6466783	9294629	290	TotalCN	1.67	-0.306	0.486	NA	NA	Recentered_STT9328.RC.OSCHP
231	16	9306667	9595407	20	TotalCN	1.33	-0.389	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
232	16	9605355	17727491	601	TotalCN	1.67	-0.282	0.485	NA	NA	Recentered_STT9328.RC.OSCHP
233	16	17758975	18041434	18	TotalCN	2	-0.131	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
234	16	18051710	18945075	51	TotalCN	1.33	-0.36	0.487	NA	NA	Recentered_STT9328.RC.OSCHP
235	16	18959751	21313650	148	TotalCN	1.67	-0.265	0.483	NA	NA	Recentered_STT9328.RC.OSCHP
236	16	21323115	21700896	19	TotalCN	1.33	-0.365	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
237	16	21712743	22360030	40	TotalCN	1.67	-0.291	0.486	NA	NA	Recentered_STT9328.RC.OSCHP
238	16	22370951	22824454	23	TotalCN	1.33	-0.501	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
239	16	22838001	23360199	34	TotalCN	1.67	-0.244	0.487	NA	NA	Recentered_STT9328.RC.OSCHP
240	16	23375921	23614363	19	TotalCN	2	-0.184	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
241	16	23618986	27420142	268	TotalCN	1.67	-0.256	0.487	NA	NA	Recentered_STT9328.RC.OSCHP
242	16	27423501	27620095	22	TotalCN	2	-0.108	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
243	16	27635840	28599730	68	TotalCN	1.67	-0.278	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
244	16	28601345	46673411	338	TotalCN	1.33	-0.369	0.486	NA	NA	Recentered_STT9328.RC.OSCHP
245	16	46692644	67104133	1425	TotalCN	1	-0.94	0.192	NA	NA	Recentered_STT9328.RC.OSCHP
246	16	67111953	67311767	19	TotalCN	0.67	-1.552	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
247	16	67319752	71988106	375	TotalCN	1	-0.936	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
248	16	71993665	72302940	21	TotalCN	0.67	-1.082	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
249	16	72304915	90158005	1479	TotalCN	1	-0.904	0.188	NA	NA	Recentered_STT9328.RC.OSCHP
250	17	400959	7362359	548	TotalCN	1.67	-0.264	0.484	NA	NA	Recentered_STT9328.RC.OSCHP
251	17	7379650	7572918	51	TotalCN	1	-0.952	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
252	17	7572977	7592780	18	TotalCN	0.33	-2.214	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
253	17	7593840	7923861	55	TotalCN	1	-0.678	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
254	17	7940894	8071979	19	TotalCN	1.33	-0.391	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
255	17	8077216	9565411	103	TotalCN	1	-0.871	0.191	NA	NA	Recentered_STT9328.RC.OSCHP
256	17	9588715	16837365	573	TotalCN	3.33	0.544	0.276	NA	NA	Recentered_STT9328.RC.OSCHP
257	17	16851834	17223851	41	TotalCN	3.67	0.661	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
258	17	17246310	21066720	270	TotalCN	3.33	0.557	0.28	NA	NA	Recentered_STT9328.RC.OSCHP
259	17	21072363	21736353	32	TotalCN	3	0.456	0.318	NA	NA	Recentered_STT9328.RC.OSCHP
260	17	21765819	27122153	165	TotalCN	1.33	-0.349	0.486	NA	NA	Recentered_STT9328.RC.OSCHP
261	17	27150750	27697619	70	TotalCN	1.67	-0.271	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
262	17	27702600	29414651	113	TotalCN	1.33	-0.425	0.481	NA	NA	Recentered_STT9328.RC.OSCHP
263	17	29417393	29461396	19	TotalCN	1.67	-0.311	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
264	17	29462095	40041676	987	TotalCN	1.33	-0.354	0.486	NA	NA	Recentered_STT9328.RC.OSCHP
265	17	40052321	41072764	110	TotalCN	1	-0.94	0.184	NA	NA	Recentered_STT9328.RC.OSCHP
266	17	41086719	51098929	870	TotalCN	1.67	-0.309	0.485	NA	NA	Recentered_STT9328.RC.OSCHP
267	17	51112130	51406687	21	TotalCN	1.33	-0.39	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
268	17	51428560	55615193	331	TotalCN	1.67	-0.309	0.486	NA	NA	Recentered_STT9328.RC.OSCHP
269	17	55619474	58582538	241	TotalCN	1.33	-0.403	0.486	NA	NA	Recentered_STT9328.RC.OSCHP
270	17	58592033	59005591	42	TotalCN	1.67	-0.272	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
271	17	59022395	60649665	131	TotalCN	1.33	-0.462	0.48	NA	NA	Recentered_STT9328.RC.OSCHP
272	17	60651381	60953269	23	TotalCN	1.67	-0.237	0.487	NA	NA	Recentered_STT9328.RC.OSCHP
273	17	60968393	63539616	209	TotalCN	1.33	-0.408	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
274	17	63542742	65818374	168	TotalCN	1.67	-0.319	0.487	NA	NA	Recentered_STT9328.RC.OSCHP
275	17	65826861	66223579	27	TotalCN	1.33	-0.486	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
276	17	66234938	70642742	308	TotalCN	1.67	-0.31	0.485	NA	NA	Recentered_STT9328.RC.OSCHP
277	17	70659503	70947492	20	TotalCN	1.33	-0.37	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
278	17	70962463	72988635	138	TotalCN	1.67	-0.243	0.488	NA	NA	Recentered_STT9328.RC.OSCHP
279	17	73006996	75240577	150	TotalCN	1.33	-0.42	0.485	NA	NA	Recentered_STT9328.RC.OSCHP
280	17	75261090	75467825	41	TotalCN	0.67	-1.09	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
281	17	75475600	78355176	231	TotalCN	1	-0.824	0.183	NA	NA	Recentered_STT9328.RC.OSCHP
282	17	78363847	78670328	74	TotalCN	1.67	-0.129	0.491	NA	NA	Recentered_STT9328.RC.OSCHP
283	17	78674016	79631887	152	TotalCN	1	-0.882	0.19	NA	NA	Recentered_STT9328.RC.OSCHP
284	17	79639198	80263427	62	TotalCN	0.67	-1.11	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
285	18	12842	5982535	443	TotalCN	1.33	-0.361	0.488	NA	NA	Recentered_STT9328.RC.OSCHP
286	18	6008961	6283038	19	TotalCN	1.67	-0.309	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
287	18	6299291	22752957	910	TotalCN	1.33	-0.359	0.486	NA	NA	Recentered_STT9328.RC.OSCHP
288	18	22761371	23320774	61	TotalCN	1.67	-0.296	0.48	NA	NA	Recentered_STT9328.RC.OSCHP
289	18	23328931	50580975	2078	TotalCN	1.33	-0.376	0.486	NA	NA	Recentered_STT9328.RC.OSCHP
290	18	50583084	50683432	21	TotalCN	1.67	-0.329	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
291	18	50691838	78007784	2063	TotalCN	1.33	-0.376	0.485	NA	NA	Recentered_STT9328.RC.OSCHP
292	19	247232	14978191	1359	TotalCN	2	0.035	0.377	NA	NA	Recentered_STT9328.RC.OSCHP
293	19	14997021	16147736	99	TotalCN	1.67	-0.3	0.485	NA	NA	Recentered_STT9328.RC.OSCHP
294	19	16153445	16568197	41	TotalCN	1.33	-0.503	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
295	19	16591464	20061125	333	TotalCN	1.67	-0.276	0.49	NA	NA	Recentered_STT9328.RC.OSCHP
296	19	20077704	24468847	284	TotalCN	1.33	-0.513	0.488	NA	NA	Recentered_STT9328.RC.OSCHP
297	19	24490299	28462580	45	TotalCN	1	-0.765	0.481	NA	NA	Recentered_STT9328.RC.OSCHP
298	19	28479978	28783059	21	TotalCN	1.33	-0.536	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
299	19	28798230	33467620	365	TotalCN	1.67	-0.283	0.487	NA	NA	Recentered_STT9328.RC.OSCHP
300	19	33468067	33530200	18	TotalCN	2	-0.21	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
301	19	33532128	33675339	22	TotalCN	1.67	-0.281	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
302	19	33689978	34442546	84	TotalCN	1.33	-0.332	0.487	NA	NA	Recentered_STT9328.RC.OSCHP
303	19	34466851	36249521	119	TotalCN	1.67	-0.319	0.487	NA	NA	Recentered_STT9328.RC.OSCHP
304	19	36261928	36515091	18	TotalCN	2	-0.152	NaN	NA	NA	Recentered_STT9328.RC.OSCHP
