"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"37","Sample.1","chr16",40000,33865870,462,-0.345180345551957
"38","Sample.1","chr16",34892311,51250000,55,0.189519654448043
"39","Sample.1","chr16",51455000,85315000,337,-0.302380345551957
"40","Sample.1","chr16",85345000,85620000,9,-0.883780345551957
"41","Sample.1","chr16",85635000,90149173,151,-0.369380345551957
"42","Sample.1","chr17",130000,765000,17,0.139519654448043
"43","Sample.1","chr17",785000,10400000,223,-0.310980345551957
"44","Sample.1","chr17",10580000,16405000,35,0.560319654448043
"45","Sample.1","chr17",16435000,22586840,69,0.389219654448043
"46","Sample.1","chr17",27112990,55145000,403,-0.0164803455519567
"47","Sample.1","chr17",55290000,56185000,7,0.429019654448043
"48","Sample.1","chr17",56405000,60705000,50,0.0215196544480433
"49","Sample.1","chr17",60940000,63075000,18,0.283219654448043
"50","Sample.1","chr17",63315000,67655000,48,0.0413196544480433
"51","Sample.1","chr17",67730000,68415000,9,0.255319654448043
"52","Sample.1","chr17",68480000,72070000,15,0.478719654448043
"53","Sample.1","chr17",72115000,74700000,35,0.272219654448043
"54","Sample.1","chr17",74735000,79820000,136,0.100819654448043
"55","Sample.1","chr17",79835000,79990000,7,-0.164880345551957
"56","Sample.1","chr17",80015000,83168721,141,0.0639196544480433
"57","Sample.1","chr18",135000,80206643,405,0.272519654448043
"58","Sample.1","chr19",175000,58588808,1069,-0.0115803455519567
"59","Sample.1","chr2",110000,155340000,1072,0.0611196544480433
"60","Sample.1","chr2",156150000,173805000,112,-0.249980345551957
"61","Sample.1","chr2",173990000,242111765,580,0.0487196544480433
"62","Sample.1","chr20",178168,1965000,29,0.0765196544480433
"63","Sample.1","chr20",2045000,8290000,67,-0.283380345551957
"64","Sample.1","chr20",8585000,30256738,110,0.0881196544480433
"65","Sample.1","chr20",31265813,52250000,260,0.332319654448043
"66","Sample.1","chr20",52405000,54120000,13,0.501419654448043
"67","Sample.1","chr20",54185000,64292084,159,0.254219654448043
"68","Sample.1","chr21",10569444,18030000,19,0.0988196544480433
"69","Sample.1","chr21",18460000,46679992,238,-0.211880345551957
"70","Sample.1","chr22",16567005,50769234,496,-0.0103803455519567
"71","Sample.1","chr3",115000,3710000,8,0.179419654448043
"72","Sample.1","chr3",4050000,175480000,1127,0.271019654448043
"73","Sample.1","chr3",175795000,177730000,9,0.0483196544480433
"74","Sample.1","chr3",177800000,186810000,91,0.238519654448043
"75","Sample.1","chr3",186875000,189220000,25,-0.153580345551957
"76","Sample.1","chr3",189350000,198097780,96,0.206819654448043
"77","Sample.1","chr4",110000,92750000,563,0.0780196544480433
"78","Sample.1","chr4",93510000,190066561,454,-0.143080345551957
"79","Sample.1","chr5",50000,181369130,1233,0.242719654448043
"80","Sample.1","chr6",140000,15035000,141,-0.858980345551957
"81","Sample.1","chr6",15165000,32480000,297,-0.304080345551957
"82","Sample.1","chr6",32535000,32750000,5,-1.47958034555196
"83","Sample.1","chr6",32775000,57881944,283,-0.289780345551957
"84","Sample.1","chr6",60793482,73035000,31,0.240419654448043
"85","Sample.1","chr6",73285000,73490000,5,-0.00638034555195671
"86","Sample.1","chr6",73605000,84940000,39,0.263019654448043
"87","Sample.1","chr6",85275000,116330000,156,-0.281780345551957
"88","Sample.1","chr6",116460000,170662990,434,0.233719654448043
"89","Sample.1","chr7",50000,1185000,50,-0.117480345551957
"90","Sample.1","chr7",1220000,1420000,9,-0.319880345551957
"91","Sample.1","chr7",1440000,159247987,1198,-0.00218034555195671
"92","Sample.1","chr8",195000,57915000,435,0.0225196544480433
"93","Sample.1","chr8",58085000,59400000,9,-0.252980345551957
"94","Sample.1","chr8",59930000,75255000,91,0.00861965444804329
"95","Sample.1","chr8",75710000,82555000,32,-0.247280345551957
"96","Sample.1","chr8",83565000,86575000,14,-0.0166803455519567
"97","Sample.1","chr8",86755000,145039318,453,-0.287280345551957
"98","Sample.1","chr9",215000,1010000,5,-0.781080345551957
"99","Sample.1","chr9",1290000,6835000,27,-0.239580345551957
"100","Sample.1","chr9",7010000,17515000,28,0.130419654448043
"101","Sample.1","chr9",18080000,21755000,15,-0.275480345551957
"102","Sample.1","chr9",21900000,138187359,635,-0.00558034555195671
"103","Sample.1","chrX",2528744,42345000,144,-0.482780345551957
"104","Sample.1","chrX",43210000,55805000,79,0.959019654448043
"105","Sample.1","chrX",56065000,63011271,7,1.14351965444804
"106","Sample.1","chrX",63670000,137565000,223,-0.526380345551957
"107","Sample.1","chrX",138150000,152870000,40,1.01041965444804
"108","Sample.1","chrX",152950000,154595000,34,0.690019654448043
"109","Sample.1","chrX",154700000,155645448,7,1.01791965444804
"110","Sample.1","chrY",4728744,21244771,11,-3.90508034555196
