SegmentID	Chromosome	StartPosition	StopPosition	MarkerCount	Type	State	Median Log2 Ratio	Median BAF	% Aberr. Cells	TuScan Ploidy	FileName
244	10	57988863	58654808	44	TotalCN	2	0.106	0.334	NA	NA	STT9358.OSCHP
245	10	58668735	83665670	1827	TotalCN	2.33	0.167	0.377	NA	NA	STT9358.OSCHP
246	10	83672472	83760070	18	TotalCN	2	0.155	NaN	NA	NA	STT9358.OSCHP
247	10	83765224	87906836	417	TotalCN	2.33	0.149	0.377	NA	NA	STT9358.OSCHP
248	10	87931579	88971833	130	TotalCN	3	0.405	0.492	NA	NA	STT9358.OSCHP
249	10	89077120	89540645	39	TotalCN	2	-0.053	0.454	NA	NA	STT9358.OSCHP
250	10	89546184	135434303	3394	TotalCN	2.33	0.172	0.376	NA	NA	STT9358.OSCHP
251	11	192764	81110347	5757	TotalCN	2	0.034	0.457	NA	NA	STT9358.OSCHP
252	11	81130348	83889752	185	TotalCN	2.67	0.378	0.346	NA	NA	STT9358.OSCHP
253	11	83903422	86684705	203	TotalCN	2.33	0.252	0.398	NA	NA	STT9358.OSCHP
254	11	86701200	100759034	1019	TotalCN	2	-0.034	0.482	NA	NA	STT9358.OSCHP
255	11	100775521	117321606	1320	TotalCN	2.33	0.202	0.395	NA	NA	STT9358.OSCHP
256	11	117347400	117674355	23	TotalCN	2.67	0.38	0.46	NA	NA	STT9358.OSCHP
257	11	117686456	125916052	730	TotalCN	2	-0.045	0.482	NA	NA	STT9358.OSCHP
258	11	125934846	134938847	710	TotalCN	1.33	-0.386	0.351	NA	NA	STT9358.OSCHP
259	12	189400	8792222	808	TotalCN	1.33	-0.393	0.463	NA	NA	STT9358.OSCHP
260	12	8800566	34467789	2017	TotalCN	2	-0.007	0.412	NA	NA	STT9358.OSCHP
261	12	34493468	38443942	58	TotalCN	1.67	-0.168	NaN	NA	NA	STT9358.OSCHP
262	12	38461564	49855171	831	TotalCN	2	0.052	0.397	NA	NA	STT9358.OSCHP
263	12	49861191	56369911	577	TotalCN	2.33	0.134	0.458	NA	NA	STT9358.OSCHP
264	12	56374695	56815281	64	TotalCN	2	0.091	NaN	NA	NA	STT9358.OSCHP
265	12	56841819	62396631	597	TotalCN	2.33	0.161	0.47	NA	NA	STT9358.OSCHP
266	12	62414456	62916144	35	TotalCN	2	0.06	NaN	NA	NA	STT9358.OSCHP
267	12	62937259	79610263	1398	TotalCN	2.33	0.142	0.459	NA	NA	STT9358.OSCHP
268	12	79624384	79872637	18	TotalCN	2	0.035	NaN	NA	NA	STT9358.OSCHP
269	12	79877074	99415349	1415	TotalCN	2.33	0.151	0.469	NA	NA	STT9358.OSCHP
270	12	99433290	99717733	20	TotalCN	2	0.075	NaN	NA	NA	STT9358.OSCHP
271	12	99731893	133476559	2482	TotalCN	2.33	0.181	0.455	NA	NA	STT9358.OSCHP
272	12	133487103	133818115	25	TotalCN	2	-0.155	NaN	NA	NA	STT9358.OSCHP
273	13	19084823	23021819	278	TotalCN	2.67	0.276	0.423	NA	NA	STT9358.OSCHP
274	13	23034016	30602975	646	TotalCN	4	0.814	0.395	NA	NA	STT9358.OSCHP
275	13	30621646	34322665	346	TotalCN	3	0.453	0.48	NA	NA	STT9358.OSCHP
276	13	34349159	37655553	224	TotalCN	4.33	0.875	0.369	NA	NA	STT9358.OSCHP
277	13	37679268	41242049	354	TotalCN	1.67	-0.293	NaN	NA	NA	STT9358.OSCHP
278	13	41245144	43898426	181	TotalCN	1.33	-0.337	NaN	NA	NA	STT9358.OSCHP
279	13	43921234	54419660	935	TotalCN	1.67	-0.317	NaN	NA	NA	STT9358.OSCHP
280	13	54433788	67385354	878	TotalCN	1.33	-0.375	NaN	NA	NA	STT9358.OSCHP
281	13	67401022	115103150	4092	TotalCN	4	0.764	0.386	NA	NA	STT9358.OSCHP
282	14	20219083	36086392	1267	TotalCN	2.67	0.335	0.272	NA	NA	STT9358.OSCHP
283	14	36097493	37999098	169	TotalCN	2.33	0.134	0.332	NA	NA	STT9358.OSCHP
284	14	38014928	38888730	55	TotalCN	1.67	-0.286	0.363	NA	NA	STT9358.OSCHP
285	14	38942443	57659190	1299	TotalCN	2	0.098	0.321	NA	NA	STT9358.OSCHP
286	14	57672715	62169963	311	TotalCN	1.67	-0.218	0.411	NA	NA	STT9358.OSCHP
287	14	62171426	62238097	27	TotalCN	1.33	-0.341	NaN	NA	NA	STT9358.OSCHP
288	14	62239572	107282024	3628	TotalCN	1.67	-0.221	0.401	NA	NA	STT9358.OSCHP
289	15	20161372	85200754	4587	TotalCN	2	0.079	0.374	NA	NA	STT9358.OSCHP
290	15	85227636	102397317	1425	TotalCN	2.33	0.107	0.379	NA	NA	STT9358.OSCHP
291	16	83887	5372481	455	TotalCN	1.33	-0.355	NaN	NA	NA	STT9358.OSCHP
292	16	5390638	33910861	1977	TotalCN	1.67	-0.272	NaN	NA	NA	STT9358.OSCHP
293	16	34197195	51172677	404	TotalCN	3	0.412	0.482	NA	NA	STT9358.OSCHP
294	16	51200531	90158005	2998	TotalCN	1.33	-0.385	NaN	NA	NA	STT9358.OSCHP
295	17	400959	685752	20	TotalCN	3	0.473	NaN	NA	NA	STT9358.OSCHP
296	17	705233	10324745	865	TotalCN	1.67	-0.291	NaN	NA	NA	STT9358.OSCHP
297	17	10344306	22217883	856	TotalCN	6.33	1.34	0.291	NA	NA	STT9358.OSCHP
298	17	25326941	28305674	244	TotalCN	3	0.475	0.487	NA	NA	STT9358.OSCHP
299	17	28323499	38736231	993	TotalCN	2.67	0.284	0.45	NA	NA	STT9358.OSCHP
300	17	38753550	47993737	744	TotalCN	3	0.448	0.486	NA	NA	STT9358.OSCHP
301	17	47997322	53231137	464	TotalCN	2	0.085	0.485	NA	NA	STT9358.OSCHP
302	17	53238728	54278715	83	TotalCN	3.33	0.551	0.334	NA	NA	STT9358.OSCHP
303	17	54291151	59273265	427	TotalCN	2.33	0.19	0.478	NA	NA	STT9358.OSCHP
304	17	59288896	61258527	157	TotalCN	3	0.509	0.327	NA	NA	STT9358.OSCHP
305	17	61265504	64374571	262	TotalCN	2	0.081	0.473	NA	NA	STT9358.OSCHP
306	17	64393868	80263427	1298	TotalCN	3.33	0.611	0.354	NA	NA	STT9358.OSCHP
307	18	12842	2804129	229	TotalCN	2.67	0.367	0.482	NA	NA	STT9358.OSCHP
308	18	2818951	23590854	1224	TotalCN	3	0.46	0.485	NA	NA	STT9358.OSCHP
309	18	23595985	23710505	18	TotalCN	2.67	0.266	NaN	NA	NA	STT9358.OSCHP
310	18	23725472	67226036	3382	TotalCN	3	0.424	0.487	NA	NA	STT9358.OSCHP
311	18	67248569	67466881	19	TotalCN	2.67	0.351	NaN	NA	NA	STT9358.OSCHP
312	18	67489406	78007784	723	TotalCN	3	0.443	0.487	NA	NA	STT9358.OSCHP
313	19	247232	18306751	1673	TotalCN	2.67	0.384	0.483	NA	NA	STT9358.OSCHP
314	19	18308508	18482358	22	TotalCN	3	0.432	0.488	NA	NA	STT9358.OSCHP
315	19	18489734	33468160	854	TotalCN	2.67	0.351	0.488	NA	NA	STT9358.OSCHP
316	19	33468482	33700078	40	TotalCN	2	0.181	NaN	NA	NA	STT9358.OSCHP
317	19	33714369	43885085	981	TotalCN	2.33	0.224	0.483	NA	NA	STT9358.OSCHP
318	19	43922061	44040997	19	TotalCN	2.67	0.278	NaN	NA	NA	STT9358.OSCHP
319	19	44043448	58637498	1215	TotalCN	2.33	0.245	0.485	NA	NA	STT9358.OSCHP
320	19	58661732	59093239	31	TotalCN	2	-0.132	NaN	NA	NA	STT9358.OSCHP
321	20	69094	6238141	446	TotalCN	3	0.482	0.486	NA	NA	STT9358.OSCHP
322	20	6251639	6612832	24	TotalCN	2.67	0.383	NaN	NA	NA	STT9358.OSCHP
323	20	6634566	14925275	980	TotalCN	3	0.452	0.485	NA	NA	STT9358.OSCHP
324	20	14928020	14972461	19	TotalCN	2.67	0.3	NaN	NA	NA	STT9358.OSCHP
325	20	14974038	26183036	1123	TotalCN	3	0.447	0.488	NA	NA	STT9358.OSCHP
326	20	26194104	30459439	87	TotalCN	3.33	0.593	NaN	NA	NA	STT9358.OSCHP
327	20	30481698	31984124	115	TotalCN	4	0.833	0.399	NA	NA	STT9358.OSCHP
328	20	32003944	36163845	322	TotalCN	3.67	0.667	0.42	NA	NA	STT9358.OSCHP
329	20	36174175	37001761	56	TotalCN	4	0.762	0.469	NA	NA	STT9358.OSCHP
330	20	37026379	39636663	188	TotalCN	3.67	0.671	0.437	NA	NA	STT9358.OSCHP
331	20	39650598	39925035	34	TotalCN	3.33	0.614	NaN	NA	NA	STT9358.OSCHP
332	20	39929608	40283343	24	TotalCN	3	0.482	NaN	NA	NA	STT9358.OSCHP
333	20	40300232	62912463	1673	TotalCN	3.67	0.675	0.444	NA	NA	STT9358.OSCHP
334	21	9648315	45615741	2160	TotalCN	1.67	-0.25	0.183	NA	NA	STT9358.OSCHP
335	21	45640139	48097610	189	TotalCN	1	-0.693	0.244	NA	NA	STT9358.OSCHP
336	22	16054713	38439446	1767	TotalCN	2.33	0.156	0.34	NA	NA	STT9358.OSCHP
337	22	38447444	38530713	18	TotalCN	2.67	0.361	NaN	NA	NA	STT9358.OSCHP
338	22	38534209	50643629	965	TotalCN	2.33	0.161	0.342	NA	NA	STT9358.OSCHP
339	22	50663421	51213826	46	TotalCN	2	0.105	0.333	NA	NA	STT9358.OSCHP
340	24	177942	4690651	244	TotalCN	0.67	-1.05	NaN	NA	NA	STT9358.OSCHP
341	24	4712340	5688419	64	TotalCN	4.67	1.004	0.184	NA	NA	STT9358.OSCHP
342	24	5699090	42465377	2714	TotalCN	0.67	-1.041	NaN	NA	NA	STT9358.OSCHP
343	24	42483320	54141971	899	TotalCN	5	1.068	0.187	NA	NA	STT9358.OSCHP
344	24	54176189	56083761	165	TotalCN	4	0.828	NaN	NA	NA	STT9358.OSCHP
345	24	56092243	62732675	210	TotalCN	4.67	0.947	0.19	NA	NA	STT9358.OSCHP
346	24	62781694	106518559	3269	TotalCN	0.67	-1.026	NaN	NA	NA	STT9358.OSCHP
347	24	106530363	111719526	501	TotalCN	1	-0.97	NaN	NA	NA	STT9358.OSCHP
348	24	111722831	132450499	1451	TotalCN	0.67	-1.036	NaN	NA	NA	STT9358.OSCHP
349	24	132450974	136924190	383	TotalCN	1	-0.981	NaN	NA	NA	STT9358.OSCHP
350	24	136931651	155219364	1290	TotalCN	5.67	1.216	0.174	NA	NA	STT9358.OSCHP
351	25	2660163	28799935	614	TotalCN	0	-3.62	0.092	NA	NA	STT9358.OSCHP
1	1	754192	121350934	9085	LOH	0	-	-	NA	NA	STT9358.OSCHP
2	1	144009053	147830492	223	LOH	0	-	-	NA	NA	STT9358.OSCHP
3	1	149044448	173105414	1970	LOH	0	-	-	NA	NA	STT9358.OSCHP
4	1	173117771	176849052	314	LOH	1	-	-	NA	NA	STT9358.OSCHP
5	1	176885306	249212878	5495	LOH	0	-	-	NA	NA	STT9358.OSCHP
6	2	21494	21232195	1571	LOH	0	-	-	NA	NA	STT9358.OSCHP
7	2	21250914	28972579	554	LOH	1	-	-	NA	NA	STT9358.OSCHP
8	2	28992405	79778729	3628	LOH	0	-	-	NA	NA	STT9358.OSCHP
9	2	79797530	84218168	221	LOH	1	-	-	NA	NA	STT9358.OSCHP
10	2	84223631	90245035	273	LOH	0	-	-	NA	NA	STT9358.OSCHP
11	2	91866487	91866487	1	LOH	0	-	-	NA	NA	STT9358.OSCHP
12	2	95429197	154882274	4569	LOH	0	-	-	NA	NA	STT9358.OSCHP
13	2	154882691	174357864	1101	LOH	1	-	-	NA	NA	STT9358.OSCHP
14	2	174371890	212569241	2796	LOH	0	-	-	NA	NA	STT9358.OSCHP
15	2	212570241	215421427	305	LOH	1	-	-	NA	NA	STT9358.OSCHP
16	2	215446793	231980777	1208	LOH	0	-	-	NA	NA	STT9358.OSCHP
17	2	232004469	234749151	183	LOH	1	-	-	NA	NA	STT9358.OSCHP
18	2	234765566	243052331	584	LOH	0	-	-	NA	NA	STT9358.OSCHP
19	3	63411	90473621	7267	LOH	0	-	-	NA	NA	STT9358.OSCHP
20	3	93517443	186458322	6660	LOH	0	-	-	NA	NA	STT9358.OSCHP
21	3	186464055	189341377	317	LOH	1	-	-	NA	NA	STT9358.OSCHP
22	3	189344011	197852564	726	LOH	0	-	-	NA	NA	STT9358.OSCHP
23	4	71566	49092454	3083	LOH	0	-	-	NA	NA	STT9358.OSCHP
24	4	52684891	93428335	3021	LOH	0	-	-	NA	NA	STT9358.OSCHP
25	4	93434872	190915650	6163	LOH	1	-	-	NA	NA	STT9358.OSCHP
26	5	38139	41573835	2911	LOH	0	-	-	NA	NA	STT9358.OSCHP
27	5	41586405	46401271	320	LOH	1	-	-	NA	NA	STT9358.OSCHP
28	5	49441966	68828372	1383	LOH	0	-	-	NA	NA	STT9358.OSCHP
29	5	70306678	88641366	1232	LOH	0	-	-	NA	NA	STT9358.OSCHP
30	5	88656742	93862964	343	LOH	1	-	-	NA	NA	STT9358.OSCHP
31	5	93880591	96523921	175	LOH	0	-	-	NA	NA	STT9358.OSCHP
32	5	96537596	100006363	230	LOH	1	-	-	NA	NA	STT9358.OSCHP
33	5	100026969	109610219	638	LOH	0	-	-	NA	NA	STT9358.OSCHP
34	5	109630328	112169351	215	LOH	1	-	-	NA	NA	STT9358.OSCHP
35	5	112172219	117273087	341	LOH	0	-	-	NA	NA	STT9358.OSCHP
36	5	117278010	121420919	274	LOH	1	-	-	NA	NA	STT9358.OSCHP
37	5	121429808	126096861	323	LOH	0	-	-	NA	NA	STT9358.OSCHP
38	5	126119281	132475314	463	LOH	1	-	-	NA	NA	STT9358.OSCHP
39	5	132499332	180698312	3487	LOH	0	-	-	NA	NA	STT9358.OSCHP
40	6	204909	58770502	3830	LOH	1	-	-	NA	NA	STT9358.OSCHP
41	6	61886393	85904766	1196	LOH	0	-	-	NA	NA	STT9358.OSCHP
42	6	85939551	116787017	2285	LOH	1	-	-	NA	NA	STT9358.OSCHP
43	6	116796722	170913051	4151	LOH	0	-	-	NA	NA	STT9358.OSCHP
44	7	41421	5619078	460	LOH	0	-	-	NA	NA	STT9358.OSCHP
45	7	5632111	8900786	272	LOH	1	-	-	NA	NA	STT9358.OSCHP
46	7	8927617	32360619	1708	LOH	0	-	-	NA	NA	STT9358.OSCHP
47	7	32378979	35031630	176	LOH	1	-	-	NA	NA	STT9358.OSCHP
48	7	35044080	38039300	194	LOH	0	-	-	NA	NA	STT9358.OSCHP
49	7	38057364	58011645	1665	LOH	1	-	-	NA	NA	STT9358.OSCHP
50	7	61064518	159118443	7442	LOH	0	-	-	NA	NA	STT9358.OSCHP
51	8	172417	7004147	1044	LOH	0	-	-	NA	NA	STT9358.OSCHP
52	8	8094763	37797075	2301	LOH	0	-	-	NA	NA	STT9358.OSCHP
53	8	37819176	40863676	254	LOH	1	-	-	NA	NA	STT9358.OSCHP
54	8	40880501	43751375	256	LOH	0	-	-	NA	NA	STT9358.OSCHP
55	8	46896972	76307739	2219	LOH	0	-	-	NA	NA	STT9358.OSCHP
56	8	76318607	79257349	223	LOH	1	-	-	NA	NA	STT9358.OSCHP
57	8	79270433	84618627	370	LOH	0	-	-	NA	NA	STT9358.OSCHP
58	8	84633804	87313538	175	LOH	1	-	-	NA	NA	STT9358.OSCHP
59	8	87333968	88331031	67	LOH	0	-	-	NA	NA	STT9358.OSCHP
60	8	88349403	93182601	347	LOH	1	-	-	NA	NA	STT9358.OSCHP
61	8	93187902	146292734	4661	LOH	0	-	-	NA	NA	STT9358.OSCHP
62	9	204738	11243270	1025	LOH	1	-	-	NA	NA	STT9358.OSCHP
63	9	11264754	12256902	68	LOH	0	-	-	NA	NA	STT9358.OSCHP
64	9	12267378	27161517	1277	LOH	1	-	-	NA	NA	STT9358.OSCHP
65	9	27163395	30604262	256	LOH	0	-	-	NA	NA	STT9358.OSCHP
66	9	30621250	35362980	328	LOH	1	-	-	NA	NA	STT9358.OSCHP
67	9	35381504	39184065	259	LOH	0	-	-	NA	NA	STT9358.OSCHP
68	9	44098813	44893094	4	LOH	0	-	-	NA	NA	STT9358.OSCHP
69	9	68170421	68170421	1	LOH	0	-	-	NA	NA	STT9358.OSCHP
70	9	70984372	97017858	1950	LOH	0	-	-	NA	NA	STT9358.OSCHP
71	9	97025298	117219888	1424	LOH	1	-	-	NA	NA	STT9358.OSCHP
72	9	117237754	119103247	130	LOH	0	-	-	NA	NA	STT9358.OSCHP
73	9	119106881	128216719	667	LOH	1	-	-	NA	NA	STT9358.OSCHP
74	9	128218097	128416874	82	LOH	0	-	-	NA	NA	STT9358.OSCHP
75	9	128418767	141054761	1047	LOH	1	-	-	NA	NA	STT9358.OSCHP
76	10	126070	39146676	2836	LOH	0	-	-	NA	NA	STT9358.OSCHP
77	10	42413322	135434303	6838	LOH	0	-	-	NA	NA	STT9358.OSCHP
