GDC_Aliquot	Chromosome	Start	End	Num_Probes	Segment_Mean
db9a3940-19be-4c9e-bc2f-1daf319b024d	1	239375708	248930189	6562	0.37
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	12784	5282240	3906	-0.2916
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	5284046	5688982	353	-0.8497
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	5689247	7989207	2037	-0.2859
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	7990754	7996487	8	-2.3471
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	7999793	24384085	11611	-0.2759
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	24384113	24388259	14	-1.6149
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	24388858	34466002	6134	-0.2815
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	34474248	34511990	46	0.3695
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	34512096	35750907	871	-0.2472
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	35752724	35762881	7	-1.3601
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	35772407	40690861	3653	-0.2656
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	40694942	40694958	2	-1.8996
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	40695158	46497778	4397	-0.2765
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	46498362	46498377	2	-2.2005
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	46502270	52527330	4046	-0.2569
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	52527342	52554404	39	-1.5095
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	52560811	57163948	3339	-0.2516
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	57167460	57218336	72	0.2465
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	57220263	106266773	25989	-0.26
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	106266875	106268901	7	-1.8436
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	106270799	130031187	14261	-0.2579
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	130031201	130116915	15	0.3893
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	130117303	138752702	4959	-0.2538
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	138752708	138753080	2	-2.5747
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	138754564	146106875	4559	-0.2309
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	146106889	146109230	19	-1.2907
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	146109341	208578403	37617	-0.2438
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	208579414	208584202	6	-2.1734
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	208584803	215721173	4580	-0.221
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	215721764	228145093	8159	-0.2565
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	228147793	229526593	938	-0.2211
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	229528315	242081982	7678	-0.288
db9a3940-19be-4c9e-bc2f-1daf319b024d	2	242082269	242147305	32	-0.1289
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	20930	182919	154	0.0713
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	188339	191117	4	-1.2054
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	193194	195392	6	-0.3664
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	196197	875973	540	0.127
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	878074	878663	2	-1.218
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	880753	6604856	5106	0.1303
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	6609441	6611645	23	-0.7212
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	6613391	7327031	587	0.1432
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	7327655	14868562	5625	0.0863
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	14871821	14872027	3	2.2874
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	14872878	26570158	7944	0.1224
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	26570176	26570394	4	-0.8414
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	26570407	36974069	7018	0.1246
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	36982521	47358421	6422	0.0917
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	47358841	47363961	3	-1.2757
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	47367722	58783821	6179	0.0862
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	58784761	61504475	2481	0.1343
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	61508578	61512353	3	-0.9838
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	61513159	68682877	5643	0.12
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	68697013	68698262	15	0.7341
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	68699607	73696365	3767	0.1051
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	73696648	99218940	12127	0.1464
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	99225614	99230470	37	-0.6035
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	99230577	104415893	2913	0.137
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	104417391	104417718	6	0.8816
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	104417865	121425032	10632	0.1304
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	121425062	124589806	1938	0.0999
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	124589872	124590491	2	-1.0812
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	124590540	132270041	4675	0.0956
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	132270486	132276840	6	0.8569
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	132281633	136300257	2583	0.1153
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	136304109	136306584	2	1.5102
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	136319699	139011941	1331	0.0978
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	139018858	175362822	22606	0.1316
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	175362958	175363437	4	-1.4994
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	175363536	179158368	2301	0.1353
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	179158587	189202836	6354	0.0981
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	189202964	193156958	2842	0.1303
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	193160113	193161217	7	1.4054
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	193162684	195683075	1499	0.1007
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	195685341	195728637	22	-0.6378
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	195728990	195729069	5	0.1278
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	195729085	195747892	13	-0.3956
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	195751823	195934679	80	0.1187
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	195963975	195982791	6	-0.6274
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	195991894	196784021	385	0.0633
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	196784158	197311191	264	0.17
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	197311658	197730947	215	0.0394
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	197746211	198107277	181	-0.175
db9a3940-19be-4c9e-bc2f-1daf319b024d	3	198107475	198169247	32	0.0976
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	68929	10221792	5703	-0.3032
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	10222004	10229874	27	-1.9392
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	10232590	24725878	10578	-0.2722
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	24726007	24726857	3	-2.4445
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	24727152	49654578	15398	-0.2681
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	49656206	54631719	1815	-0.6935
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	54635559	54639766	5	-1.9653
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	54641439	57988781	2367	-0.6798
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	57991353	57991644	2	-2.8869
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	57991918	58234294	150	-0.6862
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	58234910	58235131	3	-2.1131
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	58235503	59194636	537	-0.6551
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	59194944	59195012	2	-3.1502
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	59195043	63841887	2693	-0.6434
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	63842036	63851308	8	-1.6286
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	63852325	64330588	215	-0.6424
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	64334499	64334933	2	-2.253
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	64334988	68084629	2470	-0.6623
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	68085613	68095237	6	-1.6245
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	68095508	68354665	147	-0.6298
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	68361130	68640616	91	0.0358
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	68655691	69283159	326	-0.7311
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	69283439	69361181	33	-1.658
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	69362906	74347559	3011	-0.6629
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	74347642	74350521	3	-2.5428
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	74354069	107145685	19844	-0.6756
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	107147078	107155225	24	-0.1249
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	107155362	114254188	4398	-0.6728
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	114254202	114263110	24	0.1262
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	114263154	136758509	12916	-0.652
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	136761120	137086048	248	-0.1784
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	137088603	137089878	6	-1.0114
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	137092460	137261339	143	-0.2525
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	137261389	137261573	4	-1.5548
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	137261775	139311392	1430	-0.2593
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	139312369	139317206	5	-4.7475
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	139318541	160952694	13157	-0.2589
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	160952754	160963881	32	0.082
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	160963971	166607472	3615	-0.252
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	166610086	166610226	2	-2.309
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	166610420	171448195	3038	-0.254
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	171453733	171456307	9	2.0409
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	171456559	172066777	400	-0.2465
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	172067997	172068382	12	-1.9244
db9a3940-19be-4c9e-bc2f-1daf319b024d	4	172074828	190106768	12059	-0.2765
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	15532	1944064	962	0.7757
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	1944149	11810114	8663	0.8298
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	11810470	12815668	550	0.907
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	12815753	12838421	13	1.5546
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	12849089	15331173	1738	0.8539
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	15331195	15333229	10	0.2053
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	15333744	16346655	645	0.9
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	16351276	17300367	649	0.807
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	17301194	19458679	1321	0.8872
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	19458912	19459518	3	-0.9828
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	19462162	21325041	1077	0.8803
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	21325164	21385957	17	0.3916
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	21391431	26789387	3175	0.8728
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	26797651	26797735	2	-1.8665
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	26803775	30672670	2247	0.8976
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	30672691	43613125	8479	0.8504
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	43623410	46191782	1065	0.9115
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	46195781	46199333	4	-0.7374
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	46209197	46246558	12	0.8104
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	46251204	46273400	9	1.9804
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	46278110	51229318	536	1.0262
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	51230025	52572079	712	1.11
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	52572393	58025819	3825	0.9997
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	58030200	58037706	32	-0.1069
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	58042530	60542108	1786	1.0263
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	60545534	65596688	2897	0.6686
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	65597116	80348869	8476	0.6393
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	80350100	80350567	4	-0.5116
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	80355812	81259508	572	0.6424
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	81263878	120541076	24056	0.677
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	120543600	130813715	6459	0.8811
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	130814111	134331644	2109	0.8113
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	134331922	134363246	7	0.1975
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	134365668	134626606	138	0.8341
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	134628180	138469431	2429	0.6956
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	138472272	138481268	20	-0.4552
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	138482888	144091362	3157	0.6825
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	144091546	148682204	3001	0.7205
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	148682666	150798146	1456	0.6585
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	150798678	150839042	17	1.0279
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	150843825	152134610	960	0.6721
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	152135825	152138790	14	0.0521
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	152140710	161324486	6335	0.6928
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	161325088	163209912	1091	0.7443
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	163211026	163796228	429	0.6483
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	163796369	167969684	2805	0.7369
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	167970004	177839225	6810	0.6723
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	177876764	177879634	2	-1.3995
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	177883336	180951888	1791	0.6694
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	180953203	181006264	19	1.1027
db9a3940-19be-4c9e-bc2f-1daf319b024d	5	181015400	181363319	168	0.6992
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	149661	254283	101	0.043
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	257353	294837	23	-0.6056
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	302306	21959266	16630	0.0846
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	21961679	24247146	1805	0.1319
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	24248392	29869295	3070	0.0902
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	29869410	29907031	24	0.7719
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	29909182	32529429	1179	0.0847
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	32533522	32605994	17	0.6574
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	32606237	44788663	7719	0.078
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	44797798	49899313	3214	0.1328
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	49901735	49901752	2	-0.9835
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	49903910	52011469	1297	0.1402
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	52013511	52684003	455	0.0868
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	52684507	64627049	5271	-0.255
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	64637651	64639099	2	-2.1538
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	64640883	76726815	7924	-0.2383
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	76730151	76743040	21	-0.6711
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	76751356	78253172	974	-0.2344
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	78259348	78325468	111	-2.251
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	78329517	102510120	14986	-0.2499
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	102510257	103286954	474	0.1155
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	103290101	103314186	46	-0.9996
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	103317795	112302972	5589	0.0758
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	112302987	113784070	988	0.1212
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	113786348	113799821	14	-0.3777
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	113802045	129727344	9564	0.1082
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	129727359	139780617	6895	0.0802
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	139780911	142108766	1206	0.132
db9a3940-19be-4c9e-bc2f-1daf319b024d	6	142110664	170741917	19869	0.0787
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	43355	6815692	3418	-0.3072
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	6823062	8202435	1147	-0.2734
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	8202969	8209150	14	-0.8302
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	8211871	16431081	6630	-0.2622
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	16447344	16556132	100	-0.341
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	16557026	16557233	3	-1.9068
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	16557815	38230022	16008	-0.2792
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	38233729	38332110	123	-0.0137
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	38338324	38351764	10	-0.3298
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	38352435	38356875	3	-1.7309
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	38361356	54318812	10967	-0.2773
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	54318816	54318824	5	-2.4719
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	54325795	56693807	1557	-0.2768
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	56694420	56701121	3	-2.2732
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	56704473	61091469	483	-0.261
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	61093309	62721010	90	0.032
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	62722451	66044271	1217	-0.2309
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	66050328	70617217	2531	-0.2999
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	70619708	70955452	244	-0.2513
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	70958264	70961155	2	-1.8984
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	70963257	97980107	15796	-0.2602
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	97982029	97982736	3	-2.0452
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	97984459	108966162	5940	-0.2879
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	108966298	109801187	564	-0.1988
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	109801572	109813853	10	-1.3927
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	109813925	126404920	10013	-0.2524
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	126405428	126406561	12	0.41
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	126406822	126700653	212	-0.249
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	126701341	129097536	1440	-0.2857
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	129098428	129098859	2	-1.6553
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	129101992	133379438	2585	-0.294
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	133379684	133379822	2	-1.7963
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	133380563	134093715	453	-0.2742
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	134093884	134113790	35	0.1562
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	134113805	142063324	5191	-0.282
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	142069843	142099190	34	0.0398
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	142099360	142252035	119	-0.2913
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	142252178	142252290	2	-1.6523
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	142252547	142493216	192	-0.2562
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	142493380	142804157	135	-0.0919
db9a3940-19be-4c9e-bc2f-1daf319b024d	7	142804972	159334314	10405	-0.2926
db9a3940-19be-4c9e-bc2f-1daf319b024d	8	81254	12092042	11011	0.1132
db9a3940-19be-4c9e-bc2f-1daf319b024d	8	12130217	12177488	8	0.7582
db9a3940-19be-4c9e-bc2f-1daf319b024d	8	12323772	12359339	3	-1.4709
db9a3940-19be-4c9e-bc2f-1daf319b024d	8	12374772	12389977	26	-0.0885
db9a3940-19be-4c9e-bc2f-1daf319b024d	8	12418301	14652059	1963	0.1523
db9a3940-19be-4c9e-bc2f-1daf319b024d	8	14652523	14652565	3	-1.9279
db9a3940-19be-4c9e-bc2f-1daf319b024d	8	14652887	25114672	8448	0.1179
db9a3940-19be-4c9e-bc2f-1daf319b024d	8	25116928	25126708	25	0.8843
db9a3940-19be-4c9e-bc2f-1daf319b024d	8	25126735	30915011	4016	0.088
db9a3940-19be-4c9e-bc2f-1daf319b024d	8	30915824	37416730	4043	0.1405
db9a3940-19be-4c9e-bc2f-1daf319b024d	8	37417498	39372664	946	0.1016
db9a3940-19be-4c9e-bc2f-1daf319b024d	8	39372806	39529446	61	1.0207
db9a3940-19be-4c9e-bc2f-1daf319b024d	8	39530780	75133623	20506	0.123
db9a3940-19be-4c9e-bc2f-1daf319b024d	8	75138083	79131597	2314	0.1731
